State NTD ID,NTD ID,Agency Name,Reporter Type,Group Plan Sponsor NTD ID,Group Plan Sponsor Name,Primary Mode Served,Secondary Modes Served,Reporting Module,Fleet ID,Agency Service Fleet ID,Service Fleet Name,Year of Manufacture,Vehicle Type,Number of Vehicles,Useful Life Benchmark,Percent Agency Capital Responsibility,Estimated Cost,Year Dollar of the Estimated Cost,Separate Asset Flag,Notes
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2304,EXA367,NRV 4,2007,Automobiles,1,8,100,24217.32,2007,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2305,EXA370,NRV 5,2007,Automobiles,1,8,100,14521.68,2007,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2307,EXA377,NRV 7,2007,Automobiles,1,8,100,14521.68,2007,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2308,EXA378,NRV 8,2007,Automobiles,1,8,100,14521.68,2007,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2309,EXA379,NRV 9,2007,Automobiles,1,8,100,14521.68,2007,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2311,EXA381,NRV 11,2007,Automobiles,1,8,100,14521.68,2007,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2312,EXA384,NRV 12,2007,Automobiles,1,8,100,14521.68,2007,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2314,EXA386,NRV 14,2007,Automobiles,1,8,100,14521.68,2007,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2315,EXA390,NRV 15,2007,Automobiles,1,8,100,14521.68,2007,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2316,EXA395,NRV 16,2007,Automobiles,1,8,100,24217.32,2007,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2317,EXA399,NRV 17,2007,Automobiles,1,4,100,25227.72,2007,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2319,EXA404,NRV 19,2008,Automobiles,1,8,100,24163.22,2008,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2320,EXA405,NRV 20,2008,Automobiles,1,8,100,24163.22,2008,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2321,EXA407,NRV 21,2008,Automobiles,1,8,100,24163.22,2008,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2322,EXA408,NRV 22,2008,Automobiles,1,8,100,24163.22,2008,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2323,EXA410,NRV 23,2008,Automobiles,1,8,100,24163.22,2008,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2324,EXA411,NRV 24,2008,Automobiles,1,8,100,24163.22,2008,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2325,EXA412,NRV 25,2008,Automobiles,1,8,100,24163.22,2008,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2328,EXA437,NRV 28,2009,Automobiles,1,4,100,27156.04,2009,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2332,EXA448,NRV 32,2009,Automobiles,1,8,100,15024.65,2009,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2333,EXA461,NRV 33,2009,Automobiles,1,8,100,23600,2009,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2334,EXA462,NRV 34,2009,Automobiles,1,8,100,23600,2009,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2335,EXA463,NRV 35,2009,Automobiles,1,8,100,23600,2009,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2336,EXA464,NRV 36,2010,Automobiles,1,4,100,27156.04,2010,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2337,EXA466,NRV 37,2010,Automobiles,1,8,100,23838.15,2010,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2338,EXA467,NRV 38,2010,Automobiles,1,8,100,23838.15,2010,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2339,EXA468,NRV 39,2010,Automobiles,1,8,100,23838.15,2010,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2340,EXA469,NRV 40,2010,Automobiles,1,8,100,23838.15,2010,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2343,EXA474,NRV 43,2010,Automobiles,1,8,100,23838.15,2010,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2344,EXA475,NRV 44,2010,Automobiles,1,8,100,23838.15,2010,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2345,EXA477,NRV 45,2010,Automobiles,1,8,100,15024.65,2010,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2346,EXA478,NRV 46,2011,Automobiles,1,4,100,26870.39,2011,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2347,EXA479,NRV 47,2011,Automobiles,1,4,100,26631.27,2011,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2349,EXA481,NRV 49,2011,Automobiles,1,4,100,26784.91,2011,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2351,EXA483,NRV 51,2011,Automobiles,1,4,100,25565.5,2011,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2352,EXA485,NRV 52,2012,Automobiles,1,8,100,23659,2012,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2353,EXA486,NRV 53,2012,Automobiles,1,8,100,23659,2012,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2354,EXA487,NRV 54,2012,Automobiles,1,8,100,23659,2012,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2355,EXA488,NRV 55,2012,Automobiles,1,8,100,23659,2012,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2356,EXA489,NRV 56,2012,Automobiles,1,8,100,23659,2012,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2357,EXA490,NRV 57,2012,Automobiles,1,8,100,23659,2012,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2358,EXA491,NRV 58,2012,Automobiles,1,8,100,23659,2012,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2359,EXA492,NRV 59,2011,Automobiles,1,8,100,15365,2011,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2360,EXA493,NRV 60,2012,Automobiles,1,8,100,15511,2012,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2361,EXA494,NRV 61,2012,Automobiles,1,8,100,15511,2012,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2362,EXA495,NRV 62,2012,Automobiles,1,8,100,15511,2012,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2364,EXA497,NRV 64,2012,Automobiles,1,8,100,15511,2012,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2365,EXA498,NRV 65,2012,Automobiles,1,8,100,15511,2012,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2366,EXA499,NRV 66,2012,Automobiles,1,8,100,15511,2012,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2367,EXA500,NRV 67,2012,Automobiles,1,8,100,15511,2012,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2368,EXA501,NRV 68,2013,Automobiles,1,8,100,15511,2013,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2369,EXA502,NRV 69,2012,Automobiles,1,8,100,15511,2012,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2370,EXA503,NRV 70,2012,Automobiles,1,8,100,15511,2012,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2371,EXA504,NRV 71,2012,Automobiles,1,8,100,15511,2012,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2372,EXA505,NRV 72,2012,Automobiles,1,8,100,15511,2012,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2373,EXA506,NRV 73,2013,Automobiles,1,8,100,27339.57,2013,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2374,EXA508,NRV 74,2013,Automobiles,1,8,100,27339.57,2013,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2375,EXA509,NRV 75,2013,Automobiles,1,8,100,27339.57,2013,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2376,EXA510,NRV 76,2013,Automobiles,1,10,100,18050.36,2013,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2377,EXA511,NRV 77,2013,Automobiles,1,10,100,18050.36,2013,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2378,EXA512,NRV 78,2013,Automobiles,1,10,100,18050.36,2013,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2379,EXA513,NRV 79,2013,Automobiles,1,10,100,18050.36,2013,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2380,EXA514,NRV 80,2014,Automobiles,1,10,100,15990.5,2014,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2381,EXA515,NRV 81,2014,Automobiles,1,10,100,15990.5,2014,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2382,EXA516,NRV 82,2014,Automobiles,1,10,100,15990.5,2014,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2383,EXA517,NRV 83,2014,Automobiles,1,10,100,15990.5,2014,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2384,EXA518,NRV 84,2014,Automobiles,1,10,100,15990.5,2014,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2385,EXA519,NRV 85,2014,Automobiles,1,10,100,15990.5,2014,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2386,EXA520,NRV 86,2014,Automobiles,1,10,100,15990.5,2014,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2387,EXA521,NRV 87,2014,Automobiles,1,10,100,15990.5,2014,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2388,EXA522,NRV 88,2014,Automobiles,1,10,100,15990.5,2014,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2389,EXA523,NRV 89,2014,Automobiles,1,10,100,15990.5,2014,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2390,EXA524,NRV 90,2014,Automobiles,1,10,100,15990.5,2014,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2391,EXA525,NRV 91,2015,Automobiles,1,10,100,15990.5,2015,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2393,EXA527,NRV 93,2015,Automobiles,1,10,100,17543.52,2015,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2394,EXA528,NRV 94,2015,Automobiles,1,10,100,17543.52,2015,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2395,EXA529,NRV 95,2015,Automobiles,1,10,100,17543.52,2015,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2396,EXA530,NRV 96,2015,Automobiles,1,10,100,17543.52,2015,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2397,EXA531,NRV 97,2015,Automobiles,1,10,100,17543.52,2015,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2398,EXA532,NRV 98,2015,Automobiles,1,10,100,17543.52,2015,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2400,EXA534,NRV 100,2015,Automobiles,1,10,100,17543.52,2015,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2401,EXA535,NRV 101,2015,Automobiles,1,10,100,17543.52,2015,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2402,EXA536,NRV 102,2015,Automobiles,1,10,100,17543.52,2015,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2403,EXA537,NRV 103,2015,Automobiles,1,10,100,17543.52,2015,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2404,EXA538,NRV 104,2015,Automobiles,1,10,100,17543.52,2015,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2405,EXA539,NRV 105,2015,Automobiles,1,10,100,17543.52,2015,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2406,EXA540,NRV 106,2015,Automobiles,1,10,100,17543.52,2015,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2407,EXA541,NRV 107,2015,Automobiles,1,10,100,28260.58,2015,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2408,EXA542,NRV 108,2015,Automobiles,1,10,100,17543.52,2015,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2409,EXA543,NRV 109,2015,Automobiles,1,10,100,17543.52,2015,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2410,EXA544,NRV 110,2015,Automobiles,1,10,100,17543.52,2015,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2411,EXA545,NRV 111,2015,Automobiles,1,10,100,17543.52,2015,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2412,EXA546,NRV 112,2015,Automobiles,1,10,100,17543.52,2015,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2413,EXA547,NRV 113,2015,Automobiles,1,10,100,28260.58,2015,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2414,EXA548,NRV 114,2015,Automobiles,1,10,100,28260.58,2015,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2415,EXA549,NRV 115,2015,Automobiles,1,10,100,17543.52,2015,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2416,EXA550,NRV 116,2016,Automobiles,1,4,100,17543.52,2016,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2417,EXA551,NRV 117,2016,Automobiles,1,10,100,25851.88,2016,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2418,EXA552,NRV 118,2016,Automobiles,1,10,100,25851.88,2016,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2419,EXA553,NRV 119,2016,Automobiles,1,10,100,25851.88,2016,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2420,EXA554,NRV 120,2016,Automobiles,1,10,100,25851.88,2016,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2421,EXA555,NRV 121,2016,Automobiles,1,10,100,20810.93,2016,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2422,EXA556,NRV 122,2016,Automobiles,1,10,100,20810.93,2016,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2423,EXA557,NRV 123,2016,Automobiles,1,10,100,20560.76,2016,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2424,EXA558,NRV 124,2016,Automobiles,1,10,100,20560.76,2016,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2425,EXA559,NRV 125,2016,Automobiles,1,10,100,24256.75,2016,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2426,EXA560,NRV 126,2017,Automobiles,1,10,100,24548,2017,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2427,EXA561,NRV 127,2017,Automobiles,1,10,100,30526.56,2017,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2428,EXA562,NRV 128,2017,Automobiles,1,10,100,29028.09,2017,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2429,EXA563,NRV 129,2017,Automobiles,1,10,100,29028.09,2017,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2430,EXA564,NRV 130,2017,Automobiles,1,10,100,28028.09,2017,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2431,EXA565,NRV 131,2017,Automobiles,1,10,100,29001.24,2017,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2432,EXA566,NRV 132,2017,Automobiles,1,10,100,29001.24,2017,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2433,EXA567,NRV 133,2017,Automobiles,1,10,100,29877.76,2017,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2434,EXA568,NRV 134,2017,Automobiles,1,10,100,29877.76,2017,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2435,EXA569,NRV 135,2017,Automobiles,1,10,100,23285.08,2017,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2436,EXA570,NRV 136,2017,Automobiles,1,10,100,23285.08,2017,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2437,EXO001,NRV 137,2015,Trucks and other Rubber Tire Vehicles,1,15,100,23217,2015,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2438,EXO002,NRV 138,2015,Trucks and other Rubber Tire Vehicles,1,15,100,23217,2015,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2439,EXO004,NRV 139,2015,Trucks and other Rubber Tire Vehicles,1,15,100,23217,2015,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2440,EXP156,NRV 140,2002,Trucks and other Rubber Tire Vehicles,1,15,100,15272.66,2002,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2441,EXP161,NRV 141,2002,Trucks and other Rubber Tire Vehicles,1,12,100,44026.96,2002,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2443,EXP166,NRV 143,2003,Trucks and other Rubber Tire Vehicles,1,15,100,17903.47,2003,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,TB,Urban,2444,EXP171,NRV 144,2004,Trucks and other Rubber Tire Vehicles,1,15,100,26341.4,2004,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2446,EXP179,NRV 146,2004,Trucks and other Rubber Tire Vehicles,1,15,100,23664.44,2004,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2447,EXP180,NRV 147,2005,Trucks and other Rubber Tire Vehicles,1,15,100,23664.44,2005,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2449,EXP191,NRV 149,2005,Trucks and other Rubber Tire Vehicles,1,15,100,30840.33,2005,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2450,EXP192,NRV 150,2005,Trucks and other Rubber Tire Vehicles,1,15,100,26519.38,2005,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2451,EXP195,NRV 151,2006,Trucks and other Rubber Tire Vehicles,1,12,100,41775.36,2006,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2452,EXP196,NRV 152,2006,Trucks and other Rubber Tire Vehicles,1,12,100,18369.17,2006,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2453,EXP197,NRV 153,2006,Trucks and other Rubber Tire Vehicles,1,12,100,24724.12,2006,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2454,EXP199,NRV 154,2007,Trucks and other Rubber Tire Vehicles,1,12,100,21833.28,2007,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2455,EXP202,NRV 155,2007,Trucks and other Rubber Tire Vehicles,1,12,100,18340.91,2007,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2456,EXP203,NRV 156,2007,Trucks and other Rubber Tire Vehicles,1,15,100,18340.91,2007,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2457,EXP204,NRV 157,2007,Trucks and other Rubber Tire Vehicles,1,15,100,25382.16,2007,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2458,EXP205,NRV 158,2007,Trucks and other Rubber Tire Vehicles,1,15,100,25121.88,2007,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2459,EXP206,NRV 159,2007,Trucks and other Rubber Tire Vehicles,1,15,100,14005.44,2007,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2460,EXP208,NRV 160,2007,Trucks and other Rubber Tire Vehicles,1,15,100,18378.36,2007,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2461,EXP210,NRV 161,2007,Trucks and other Rubber Tire Vehicles,1,15,100,18378.36,2007,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2462,EXP211,NRV 162,2007,Trucks and other Rubber Tire Vehicles,1,12,100,19054.44,2007,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2463,EXP212,NRV 163,2007,Trucks and other Rubber Tire Vehicles,1,12,100,25121.88,2007,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2464,EXP213,NRV 164,2007,Trucks and other Rubber Tire Vehicles,1,15,100,25121.88,2007,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2465,EXP214,NRV 165,2007,Trucks and other Rubber Tire Vehicles,1,15,100,25121.88,2007,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2466,EXP215,NRV 166,2007,Trucks and other Rubber Tire Vehicles,1,15,100,25121.88,2007,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2467,EXP216,NRV 167,2008,Trucks and other Rubber Tire Vehicles,1,15,100,25475.04,2008,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2468,EXP217,NRV 168,2008,Trucks and other Rubber Tire Vehicles,1,15,100,37284.79,2008,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2469,EXP219,NRV 169,2008,Trucks and other Rubber Tire Vehicles,1,15,100,25405.92,2008,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2470,EXP220,NRV 170,2008,Trucks and other Rubber Tire Vehicles,1,15,100,25405.92,2008,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2471,EXP221,NRV 171,2008,Trucks and other Rubber Tire Vehicles,1,15,100,21766.32,2008,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2472,EXP223,NRV 172,2008,Trucks and other Rubber Tire Vehicles,1,15,100,34711.76,2008,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2473,EXP224,NRV 173,2008,Trucks and other Rubber Tire Vehicles,1,15,100,18095.4,2008,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2474,EXP226,NRV 174,2008,Trucks and other Rubber Tire Vehicles,1,15,100,18095.4,2008,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2475,EXP227,NRV 175,2008,Trucks and other Rubber Tire Vehicles,1,15,100,18095.4,2008,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2476,EXP228,NRV 176,2008,Trucks and other Rubber Tire Vehicles,1,15,100,25483.68,2008,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2477,EXP229,NRV 177,2009,Trucks and other Rubber Tire Vehicles,1,15,100,25483.68,2009,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2478,EXP230,NRV 178,2009,Trucks and other Rubber Tire Vehicles,1,15,100,45695.32,2009,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,TB,Urban,2479,EXP231,NRV 179,2009,Trucks and other Rubber Tire Vehicles,1,15,100,31426.69,2009,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2480,EXP232,NRV 180,2009,Trucks and other Rubber Tire Vehicles,1,15,100,30318.72,2009,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2481,EXP233,NRV 181,2010,Trucks and other Rubber Tire Vehicles,1,15,100,28307.28,2010,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2482,EXP234,NRV 182,2010,Trucks and other Rubber Tire Vehicles,1,15,100,32571.45,2010,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2483,EXP237,NRV 183,2010,Trucks and other Rubber Tire Vehicles,1,15,100,24535.91,2010,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2484,EXP238,NRV 184,2010,Trucks and other Rubber Tire Vehicles,1,15,100,32406.98,2010,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2485,EXP239,NRV 185,2010,Trucks and other Rubber Tire Vehicles,1,15,100,32406.98,2010,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2486,EXP240,NRV 186,2010,Trucks and other Rubber Tire Vehicles,1,15,100,32406.98,2010,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2487,EXP241,NRV 187,2011,Trucks and other Rubber Tire Vehicles,1,12,100,31735.66,2011,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2488,EXP242,NRV 188,2011,Trucks and other Rubber Tire Vehicles,1,12,100,24884,2011,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2489,EXP244,NRV 189,2012,Trucks and other Rubber Tire Vehicles,1,12,100,30000,2012,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2490,EXP245,NRV 190,2011,Trucks and other Rubber Tire Vehicles,1,12,100,16894,2011,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2491,EXP246,NRV 191,2011,Trucks and other Rubber Tire Vehicles,1,5,100,16894,2011,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2492,EXP247,NRV 192,2013,Trucks and other Rubber Tire Vehicles,1,5,100,23306,2013,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2493,EXP248,NRV 193,2013,Trucks and other Rubber Tire Vehicles,1,5,100,25840.32,2013,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2494,EXP249,NRV 194,2013,Trucks and other Rubber Tire Vehicles,1,10,100,23882,2013,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2495,EXP250,NRV 195,2013,Trucks and other Rubber Tire Vehicles,1,10,100,23882,2013,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2496,EXP251,NRV 196,2013,Trucks and other Rubber Tire Vehicles,1,10,100,25147,2013,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2497,EXP252,NRV 197,2013,Trucks and other Rubber Tire Vehicles,1,10,100,23882,2013,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2498,EXP253,NRV 198,2013,Trucks and other Rubber Tire Vehicles,1,10,100,25780,2013,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2499,EXP254,NRV 199,2013,Trucks and other Rubber Tire Vehicles,1,10,100,39828.33,2013,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2500,EXP255,NRV 200,2013,Trucks and other Rubber Tire Vehicles,1,10,100,39828.33,2013,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2502,EXP257,NRV 202,2013,Trucks and other Rubber Tire Vehicles,1,10,100,21401.96,2013,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2503,EXP258,NRV 203,2013,Trucks and other Rubber Tire Vehicles,1,10,100,22265,2013,N,
,1,King County Department of Metro Transit,Full Reporter,,,MB,,Urban,2504,EXP259,NRV 204,2013,Trucks and other Rubber Tire Vehicles,1,10,100,22265,2013,N,
