UACE CD,UZA Name,UZA Population,Total Vehicle Revenue Miles,Total Vehicle Revenue Hours,Total Passenger Miles Traveled,Total Unlinked Passenger Trips,Total Operating Expenses,Fixed Guideway Directional Route Miles,Fixed Guideway Vehicle Revenue Miles,Fixed Guideway Passenger Miles,Fixed Guideway Operating Expenses,Non-Fixed Guideway Vehicle Revenue Miles,Non-Fixed Guideway Passenger Miles,Non-Fixed Guideway Operating Expenses,Fixed Guideway Directional Route Miles >= 7 Years,Fixed Guideway Vehicle Revenue Miles >= 7 Years,High Intensity Bus Directional Route Miles >= 7 Years,High Intensity Bus Vehicle Revenue Miles >= 7 Years
26794,"Elkhart, IN--MI",148199,840466,51493,2032321,367217,"$4,272,620.00 ",0,0,0,$0.00 ,840466,2032321,"$4,272,620.00 ",0,0,0,0
15211,"Champaign, IL",147452,3255679,301396,12850836,7345838,"$39,859,033.00 ",0,0,0,$0.00 ,3255679,12850836,"$39,859,033.00 ",0,0,0,0
6058,"Beaumont, TX",146649,825964,59948,922853,244463,"$5,845,278.00 ",0,0,0,$0.00 ,825964,922853,"$5,845,278.00 ",0,0,0,0
83332,"South Lyon--Hamburg--Genoa, MI",145963,968940,36229,208521,106064,"$3,654,003.00 ",0,0,0,$0.00 ,968940,208521,"$3,654,003.00 ",0,0,0,0
40375,"Houma, LA",145482,218552,10916,0,42465,"$1,525,206.00 ",0,0,0,$0.00 ,218552,0,"$1,525,206.00 ",0,0,0,0
11728,"Burlington, NC",145311,954593,59847,1158566,212418,"$4,916,215.00 ",0,0,0,$0.00 ,954593,1158566,"$4,916,215.00 ",0,0,0,0
79417,"Santa Maria, CA",143609,1204669,66497,6070987,506498,"$5,999,891.00 ",0,0,0,$0.00 ,1204669,6070987,"$5,999,891.00 ",0,0,0,0
3763,"Athens-Clarke County, GA",143213,1249928,121729,6668301,3500070,"$12,458,805.00 ",0,0,0,$0.00 ,1249928,6668301,"$12,458,805.00 ",0,0,0,0
57007,"Midland, TX",141997,547997,32266,0,115253,"$3,353,499.00 ",0,0,0,$0.00 ,547997,0,"$3,353,499.00 ",0,0,0,0
18937,"Columbia, MO",141831,758331,61733,2786899,1104025,"$6,467,209.00 ",0,0,0,$0.00 ,758331,2786899,"$6,467,209.00 ",0,0,0,0
15481,"Charleston, WV",140958,2408728,138863,5139716,1016520,"$12,724,863.00 ",0,0,0,$0.00 ,2408728,5139716,"$12,724,863.00 ",0,0,0,0
52822,"Macon-Bibb County, GA",140111,1221163,120348,0,478567,"$7,037,679.00 ",0,0,0,$0.00 ,1221163,0,"$7,037,679.00 ",0,0,0,0
47935,"Las Cruces, NM",139338,1702854,81493,3529568,452289,"$7,107,472.00 ",0,0,0,$0.00 ,1702854,3529568,"$7,107,472.00 ",0,0,0,0
34786,"Greeley, CO",137222,772219,56452,85191,552745,"$6,146,320.00 ",0,0,0,$0.00 ,772219,85191,"$6,146,320.00 ",0,0,0,0
34273,"Grand Junction, CO",135973,925833,61213,0,487738,"$4,735,339.00 ",0,0,0,$0.00 ,925833,0,"$4,735,339.00 ",0,0,0,0
98020,"Yuma, AZ--CA",135717,4470134,159036,44363492,1601570,"$7,517,938.00 ",0,0,0,$0.00 ,4470134,44363492,"$7,517,938.00 ",0,0,0,0
73153,"Racine, WI",134877,1052617,84745,1742887,586464,"$8,733,618.00 ",0,0,0,$0.00 ,1052617,1742887,"$8,733,618.00 ",0,0,0,0
77446,"St. George, UT",134109,475606,35194,0,303631,"$2,452,675.00 ",0,0,0,$0.00 ,475606,0,"$2,452,675.00 ",0,0,0,0
8407,"Bloomington--Normal, IL",134100,1589771,133318,4289699,1795759,"$14,454,337.00 ",0,0,0,$0.00 ,1589771,4289699,"$14,454,337.00 ",0,0,0,0
97507,"Yakima, WA",133145,1093356,92838,2416828,509287,"$10,096,054.00 ",0,0,0,$0.00 ,1093356,2416828,"$10,096,054.00 ",0,0,0,0
89326,"Tyler, TX",131028,640475,40510,0,167537,"$3,504,963.00 ",0,0,0,$0.00 ,640475,0,"$3,504,963.00 ",0,0,0,0
6652,"Bellingham, WA",128979,3158420,231629,9994409,3109865,"$43,814,547.00 ",0,0,0,$0.00 ,3158420,9994409,"$43,814,547.00 ",0,0,0,0
7705,"Billings, MT",128787,765645,53302,1415809,338166,"$6,086,801.00 ",0,0,0,$0.00 ,765645,1415809,"$6,086,801.00 ",0,0,0,0
43210,"Johnson City, TN",128519,961575,63995,362408,330008,"$4,534,215.00 ",0,0,0,$0.00 ,961575,362408,"$4,534,215.00 ",0,0,0,0
22811,"Dededo--Apotgan--Tamuning, GU",128164,324921,24074,0,17349,"$1,479,696.00 ",0,0,0,$0.00 ,324921,0,"$1,479,696.00 ",0,0,0,0
82144,"Simi Valley, CA",127364,510664,34553,0,164630,"$6,437,578.00 ",0,0,0,$0.00 ,510664,0,"$6,437,578.00 ",0,0,0,0
41590,"Iowa City, IA",126810,2412767,178559,8687656,3631767,"$15,974,671.00 ",0,0,0,$0.00 ,2412767,8687656,"$15,974,671.00 ",0,0,0,0
44506,"Kenosha, WI",125865,1027823,76312,3960798,1215668,"$7,871,889.00 ",2,16506,34086,"$350,241.00 ",1011317,3926712,"$7,521,648.00 ",1.7,16506,0,0
30925,"Fort Smith, AR--OK",125811,451895,29857,0,205460,"$2,610,553.00 ",0,0,0,$0.00 ,451895,0,"$2,610,553.00 ",0,0,0,0
97939,"Yuba City, CA",125706,889201,61100,2329307,438904,"$7,200,902.00 ",0,0,0,$0.00 ,889201,2329307,"$7,200,902.00 ",0,0,0,0
52201,"Lynchburg, VA",125596,1068761,74311,2296526,446625,"$7,864,251.00 ",0,0,0,$0.00 ,1068761,2296526,"$7,864,251.00 ",0,0,0,0
3034,"Arecibo, PR",123724,124794,11556,146798,46000,"$578,243.00 ",0,0,0,$0.00 ,124794,146798,"$578,243.00 ",0,0,0,0
80362,"Seaside--Monterey--Pacific Grove, CA",123495,1990443,126440,5104563,1002994,"$21,874,668.00 ",0,0,0,$0.00 ,1990443,5104563,"$21,874,668.00 ",0,0,0,0
24580,"Dover, DE",123101,2356807,135760,5452297,813073,"$18,544,282.00 ",0,0,0,$0.00 ,2356807,5452297,"$18,544,282.00 ",0,0,0,0
18451,"Coeur d'Alene, ID",121831,311378,19142,0,143172,"$1,847,044.00 ",0,0,0,$0.00 ,311378,0,"$1,847,044.00 ",0,0,0,0
75637,"Rochester, MN",121587,1699034,115624,3488434,936147,"$11,325,350.00 ",0,0,0,$0.00 ,1699034,3488434,"$11,325,350.00 ",0,0,0,0
88280,"Tracy--Mountain House, CA",120912,1741333,64430,7903148,258771,"$9,338,952.00 ",22,111971,2169848,"$3,309,234.00 ",1629362,5733300,"$6,029,718.00 ",21.5,111971,0,0
9298,"Boulder, CO",120828,3064977,238188,18196507,4200821,"$41,717,336.00 ",0,0,0,$0.00 ,3064977,18196507,"$41,717,336.00 ",0,0,0,0
72613,"Pueblo, CO",120642,1200867,71934,2129031,572301,"$6,840,746.00 ",0,0,0,$0.00 ,1200867,2129031,"$6,840,746.00 ",0,0,0,0
73774,"Redding, CA",120602,753969,45226,1353848,246884,"$5,881,421.00 ",0,0,0,$0.00 ,753969,1353848,"$5,881,421.00 ",0,0,0,0
63433,"Norman, OK",120191,403857,36787,0,266107,"$5,036,242.00 ",0,0,0,$0.00 ,403857,0,"$5,036,242.00 ",0,0,0,0
35380,"Greenville, NC",120150,639358,38310,0,248932,"$3,417,935.00 ",0,0,0,$0.00 ,639358,0,"$3,417,935.00 ",0,0,0,0
58330,"Monroe, LA",119964,423467,27883,0,373317,"$6,125,976.00 ",0,0,0,$0.00 ,423467,0,"$6,125,976.00 ",0,0,0,0
24850,"Duluth, MN--WI",119411,2053452,164579,7484851,1900040,"$21,307,958.00 ",0,0,0,$0.00 ,2053452,7484851,"$21,307,958.00 ",0,0,0,0
89785,"Utica, NY",119059,775236,68220,1660248,537435,"$11,329,233.00 ",0,0,0,$0.00 ,775236,1660248,"$11,329,233.00 ",0,0,0,0
36892,"Harlingen, TX",118838,504513,22434,671988,67638,"$2,133,593.00 ",0,0,0,$0.00 ,504513,671988,"$2,133,593.00 ",0,0,0,0
91261,"Waldorf, MD",118601,1313595,74140,2421512,334564,"$5,625,137.00 ",0,0,0,$0.00 ,1313595,2421512,"$5,625,137.00 ",0,0,0,0
2420,"Anderson--Clemson, SC",118369,646262,43005,8486481,564963,"$3,003,968.00 ",0,0,0,$0.00 ,646262,8486481,"$3,003,968.00 ",0,0,0,0
70642,"Ponce, PR",118345,318301,35378,86302,290829,"$2,577,394.00 ",0,0,0,$0.00 ,318301,86302,"$2,577,394.00 ",0,0,0,0
280,"Abilene, TX",118138,754551,55558,0,326187,"$5,182,821.00 ",0,0,0,$0.00 ,754551,0,"$5,182,821.00 ",0,0,0,0
43669,"Kailua (Honolulu County)--Kaneohe, HI",118092,719526,52256,4080961,812706,"$7,823,466.00 ",0,0,0,$0.00 ,719526,4080961,"$7,823,466.00 ",0,0,0,0
11755,"Burlington, VT",118032,1762035,127361,6162813,1757413,"$14,925,731.00 ",0,0,0,$0.00 ,1762035,6162813,"$14,925,731.00 ",0,0,0,0
77338,"St. Cloud, MN",117638,1618940,118802,2637827,726520,"$14,986,887.00 ",0,0,0,$0.00 ,1618940,2637827,"$14,986,887.00 ",0,0,0,0
70993,"Port Arthur, TX",116819,391475,24537,0,102508,"$2,407,032.00 ",0,0,0,$0.00 ,391475,0,"$2,407,032.00 ",0,0,0,0
77149,"Saginaw, MI",116058,913229,53549,3614510,455252,"$7,811,850.00 ",0,0,0,$0.00 ,913229,3614510,"$7,811,850.00 ",0,0,0,0
33328,"Gilroy--Morgan Hill, CA",114833,154669,12457,326670,76517,"$3,005,605.00 ",0,0,0,$0.00 ,154669,326670,"$3,005,605.00 ",0,0,0,0
87058,"Temple, TX",114632,222945,19652,536991,93381,"$2,845,416.00 ",0,0,0,$0.00 ,222945,536991,"$2,845,416.00 ",0,0,0,0
92593,"Waterloo, IA",114139,731914,51728,0,214013,"$6,317,637.00 ",0,0,0,$0.00 ,731914,0,"$6,317,637.00 ",0,0,0,0
50959,"Logan, UT",113927,1171856,74923,2899522,890813,"$8,071,070.00 ",0,0,0,$0.00 ,1171856,2899522,"$8,071,070.00 ",0,0,0,0
53794,"Mandeville--Covington, LA",113763,76113,8323,0,14356,"$698,609.00 ",0,0,0,$0.00 ,76113,0,"$698,609.00 ",0,0,0,0
82225,"Sioux City, IA--NE--SD",113066,785716,54850,2897943,628583,"$5,580,145.00 ",0,0,0,$0.00 ,785716,2897943,"$5,580,145.00 ",0,0,0,0
49096,"Leominster--Fitchburg, MA",111790,3544501,147629,4443394,620398,"$18,996,413.00 ",0,0,0,$0.00 ,3544501,4443394,"$18,996,413.00 ",0,0,0,0
16318,"Chico, CA",111411,1048221,78715,2321894,485301,"$9,188,116.00 ",0,0,0,$0.00 ,1048221,2321894,"$9,188,116.00 ",0,0,0,0
42400,"Jacksonville, NC",111224,742404,42284,0,161717,"$2,545,892.00 ",0,0,0,$0.00 ,742404,0,"$2,545,892.00 ",0,0,0,0
8380,"Bloomington, IN",110103,1003684,95108,4645556,1955258,"$9,354,138.00 ",0,0,0,$0.00 ,1003684,4645556,"$9,354,138.00 ",0,0,0,0
51256,"Longview, TX",107099,425466,25647,0,137492,"$1,986,470.00 ",0,0,0,$0.00 ,425466,0,"$1,986,470.00 ",0,0,0,0
39430,"Holland, MI",107034,636591,51607,971253,229667,"$5,483,391.00 ",0,0,0,$0.00 ,636591,971253,"$5,483,391.00 ",0,0,0,0
6868,"Bend, OR",106988,363916,25676,739468,218976,"$4,374,722.00 ",0,0,0,$0.00 ,363916,739468,"$4,374,722.00 ",0,0,0,0
26038,"Eau Claire, WI",105475,1130029,83726,1712227,642456,"$7,104,562.00 ",0,0,0,$0.00 ,1130029,1712227,"$7,104,562.00 ",0,0,0,0
15724,"Charlottesville, VA",104191,999555,96036,497430,938489,"$11,762,763.00 ",0,0,0,$0.00 ,999555,497430,"$11,762,763.00 ",0,0,0,0
89866,"Vacaville, CA",101027,437953,30615,194489,261055,"$3,178,867.00 ",0,0,0,$0.00 ,437953,194489,"$3,178,867.00 ",0,0,0,0
4033,"Auburn, AL",100842,339770,20229,0,46433,"$1,276,326.00 ",0,0,0,$0.00 ,339770,0,"$1,276,326.00 ",0,0,0,0
51175,"Longmont, CO",100776,850051,67860,3003074,745725,"$7,775,164.00 ",0,0,0,$0.00 ,850051,3003074,"$7,775,164.00 ",0,0,0,0
61948,"New Braunfels, TX",100736,246539,11432,229717,21219,"$1,169,527.00 ",0,0,0,$0.00 ,246539,229717,"$1,169,527.00 ",0,0,0,0
78553,"San Angelo, TX",99982,716862,41243,1807044,196980,"$3,463,168.00 ",0,0,0,$0.00 ,716862,1807044,"$3,463,168.00 ",0,0,0,0
45910,"La Crosse, WI--MN",98872,1413475,95591,1890705,654933,"$7,048,670.00 ",0,0,0,$0.00 ,1413475,1890705,"$7,048,670.00 ",0,0,0,0
45235,"Kingsport, TN--VA",98411,640062,37704,274893,107827,"$2,388,451.00 ",0,0,0,$0.00 ,640062,274893,"$2,388,451.00 ",0,0,0,0
7921,"Bismarck, ND",98198,755278,50659,0,165026,"$3,964,002.00 ",0,0,0,$0.00 ,755278,0,"$3,964,002.00 ",0,0,0,0
9379,"Bowling Green, KY",97814,212813,17741,0,62040,"$1,529,658.00 ",0,0,0,$0.00 ,212813,0,"$1,529,658.00 ",0,0,0,0
78985,"San Germán--Cabo Rojo--Sabana Grande, PR",97241,11646,991,26113,7135,"$5,617.00 ",0,0,0,$0.00 ,11646,26113,"$5,617.00 ",0,0,0,0
95104,"Wichita Falls, TX",97039,551030,37666,0,238805,"$2,818,628.00 ",0,0,0,$0.00 ,551030,0,"$2,818,628.00 ",0,0,0,0
7472,"Beverly Hills--Homosassa Springs--Pine Ridge, FL",96729,380096,18970,279855,33307,"$1,480,200.00 ",0,0,0,$0.00 ,380096,279855,"$1,480,200.00 ",0,0,0,0
46126,"Lafayette--Erie--Louisville, CO",96485,209210,16118,596671,145783,"$1,816,806.00 ",0,0,0,$0.00 ,209210,596671,"$1,816,806.00 ",0,0,0,0
71506,"Portsmouth, NH--ME",95090,599751,35432,1427798,316113,"$4,846,412.00 ",0,0,0,$0.00 ,599751,1427798,"$4,846,412.00 ",0,0,0,0
48232,"Lawrence, KS",94998,1545741,137198,3305695,1839659,"$12,106,670.00 ",0,0,0,$0.00 ,1545741,3305695,"$12,106,670.00 ",0,0,0,0
79363,"Santa Fe, NM",94241,770807,70669,932323,349492,"$8,258,225.00 ",0,0,0,$0.00 ,770807,932323,"$8,258,225.00 ",0,0,0,0
56926,"Middletown, OH",93608,211594,15471,0,175612,"$1,114,328.00 ",0,0,0,$0.00 ,211594,0,"$1,114,328.00 ",0,0,0,0
31150,"Four Corners, FL",92396,276290,18264,904408,164482,"$1,606,668.00 ",0,0,0,$0.00 ,276290,904408,"$1,606,668.00 ",0,0,0,0
48826,"Lee's Summit, MO",91960,168812,10407,0,19084,"$589,483.00 ",0,0,0,$0.00 ,168812,0,"$589,483.00 ",0,0,0,0
77230,"St. Augustine, FL",91786,653514,44363,0,111549,"$2,542,114.00 ",0,0,0,$0.00 ,653514,0,"$2,542,114.00 ",0,0,0,0
82468,"Slidell, LA",91587,131242,14352,0,24753,"$1,204,615.00 ",0,0,0,$0.00 ,131242,0,"$1,204,615.00 ",0,0,0,0
55738,"Mayagüez, PR",91583,1128933,71483,2638971,321169,"$2,818,672.00 ",0,0,0,$0.00 ,1128933,2638971,"$2,818,672.00 ",0,0,0,0
2103,"Amherst Town--Northampton--Easthampton Town, MA",90570,1004903,72169,3506352,1004461,"$8,476,273.00 ",0,0,0,$0.00 ,1004903,3506352,"$8,476,273.00 ",0,0,0,0
95411,"Williamsburg, VA",89585,886151,63709,2740845,1402599,"$6,046,642.00 ",0,0,0,$0.00 ,886151,2740845,"$6,046,642.00 ",0,0,0,0
30061,"Florence, SC",89436,364440,20910,0,109130,"$1,514,405.00 ",0,0,0,$0.00 ,364440,0,"$1,514,405.00 ",0,0,0,0
57736,"Missoula, MT",88109,928762,73382,2677280,956103,"$10,114,913.00 ",0,0,0,$0.00 ,928762,2677280,"$10,114,913.00 ",0,0,0,0
48394,"Lawton, OK",87464,568362,40928,0,201288,"$3,010,738.00 ",0,0,0,$0.00 ,568362,0,"$3,010,738.00 ",0,0,0,0
90730,"Vineland, NJ",87226,447670,33771,9896,74259,"$2,871,148.00 ",0,0,0,$0.00 ,447670,9896,"$2,871,148.00 ",0,0,0,0
43399,"Joplin, MO",86679,226415,17691,0,83090,"$1,181,726.00 ",0,0,0,$0.00 ,226415,0,"$1,181,726.00 ",0,0,0,0
54145,"Manteca, CA",86674,1456985,47417,8827995,247773,"$8,745,040.00 ",33,172502,3342857,"$5,098,190.00 ",1284483,5485138,"$3,646,850.00 ",33.1,172502,0,0
22717,"Decatur, IL",86287,1041934,75942,2384245,903004,"$8,715,362.00 ",0,0,0,$0.00 ,1041934,2384245,"$8,715,362.00 ",0,0,0,0
901,"Albany, GA",85960,482747,28545,1598390,299333,"$3,953,241.00 ",0,0,0,$0.00 ,482747,1598390,"$3,953,241.00 ",0,0,0,0
73396,"Rapid City, SD",85679,488433,37106,0,210702,"$2,833,949.00 ",0,0,0,$0.00 ,488433,0,"$2,833,949.00 ",0,0,0,0
61057,"Napa, CA",84619,1104884,76170,3463480,377272,"$9,954,555.00 ",0,0,0,$0.00 ,1104884,3463480,"$9,954,555.00 ",0,0,0,0
60625,"Muncie, IN",84382,848753,62546,3082345,838726,"$7,007,613.00 ",0,0,0,$0.00 ,848753,3082345,"$7,007,613.00 ",0,0,0,0
42157,"Jackson, MI",84307,584816,39838,967411,314923,"$4,922,195.00 ",0,0,0,$0.00 ,584816,967411,"$4,922,195.00 ",0,0,0,0
84493,"State College, PA",83674,2454777,137842,12167535,3488912,"$17,649,995.00 ",0,0,0,$0.00 ,2454777,12167535,"$17,649,995.00 ",0,0,0,0
96103,"Winchester, VA",83377,185237,17310,0,134223,"$1,360,603.00 ",0,0,0,$0.00 ,185237,0,"$1,360,603.00 ",0,0,0,0
83980,"Springfield, OH",82369,240697,18470,0,119826,"$2,346,678.00 ",0,0,0,$0.00 ,240697,0,"$2,346,678.00 ",0,0,0,0
71155,"Port Huron, MI",82226,1547600,112499,3682071,682446,"$10,124,880.00 ",0,0,0,$0.00 ,1547600,3682071,"$10,124,880.00 ",0,0,0,0
52984,"Madera, CA",81635,244495,16007,0,52164,"$2,861,387.00 ",0,0,0,$0.00 ,244495,0,"$2,861,387.00 ",0,0,0,0
61705,"Newark, OH",81223,409653,21427,364217,46630,"$1,800,276.00 ",0,0,0,$0.00 ,409653,364217,"$1,800,276.00 ",0,0,0,0
37594,"Hattiesburg, MS",80821,316627,21394,0,48210,"$1,801,175.00 ",0,0,0,$0.00 ,316627,0,"$1,801,175.00 ",0,0,0,0
87139,"Terre Haute, IN",79862,421826,33986,180372,131633,"$2,794,194.00 ",0,0,0,$0.00 ,421826,180372,"$2,794,194.00 ",0,0,0,0
29818,"Flagstaff, AZ",79842,1021703,79987,5232573,1314689,"$9,788,209.00 ",0,0,0,$0.00 ,1021703,5232573,"$9,788,209.00 ",0,0,0,0
2386,"Anderson, IN",79517,448175,30826,0,102236,"$2,900,953.00 ",0,0,0,$0.00 ,448175,0,"$2,900,953.00 ",0,0,0,0
1765,"Alton, IL",79260,441021,26181,921676,142571,"$3,193,692.00 ",0,0,0,$0.00 ,441021,921676,"$3,193,692.00 ",0,0,0,0
16237,"Cheyenne, WY",79250,353964,22766,0,70552,"$1,927,217.00 ",0,0,0,$0.00 ,353964,0,"$1,927,217.00 ",0,0,0,0
89083,"Turlock, CA",79203,830752,63797,2206412,340324,"$7,376,575.00 ",0,0,0,$0.00 ,830752,2206412,"$7,376,575.00 ",0,0,0,0
29953,"Florence, AL",78925,215537,15550,388475,39316,"$938,421.00 ",0,0,0,$0.00 ,215537,388475,"$938,421.00 ",0,0,0,0
87193,"Texarkana, TX--AR",78744,340097,25844,0,191005,"$1,983,374.00 ",0,0,0,$0.00 ,340097,0,"$1,983,374.00 ",0,0,0,0
1279,"Alexandria, LA",78305,482641,32244,0,254844,"$2,540,050.00 ",0,0,0,$0.00 ,482641,0,"$2,540,050.00 ",0,0,0,0
2629,"Anniston--Oxford, AL",78302,276022,22991,0,116481,"$1,015,808.00 ",0,0,0,$0.00 ,276022,0,"$1,015,808.00 ",0,0,0,0
93862,"Wenatchee, WA",78142,2320637,120648,7380214,919136,"$19,509,014.00 ",0,0,0,$0.00 ,2320637,7380214,"$19,509,014.00 ",0,0,0,0
78364,"Salisbury, MD--DE",78075,1352143,62421,5030161,155318,"$4,128,193.00 ",0,0,0,$0.00 ,1352143,5030161,"$4,128,193.00 ",0,0,0,0
59275,"Morgantown, WV",77620,1949279,171673,2537361,1872753,"$12,390,893.00 ",6,478552,2537361,"$6,679,611.00 ",1470727,0,"$5,711,282.00 ",6.3,478552,0,0
93025,"Wausau, WI",77429,375959,27150,0,341157,"$3,346,075.00 ",0,0,0,$0.00 ,375959,0,"$3,346,075.00 ",0,0,0,0
77743,"St. Joseph, MO--KS",77187,833673,66987,0,270359,"$6,004,493.00 ",0,0,0,$0.00 ,833673,0,"$6,004,493.00 ",0,0,0,0
22420,"Davis, CA",77034,1009893,79667,5902361,2129760,"$10,808,510.00 ",0,0,0,$0.00 ,1009893,5902361,"$10,808,510.00 ",0,0,0,0
28766,"Fairhope--Daphne, AL",76807,72828,3150,115090,7820,"$257,543.00 ",0,0,0,$0.00 ,72828,115090,"$257,543.00 ",0,0,0,0
26750,"Elizabethtown--Radcliff, KY",76441,1158504,58439,1461455,90871,"$2,707,931.00 ",0,0,0,$0.00 ,1158504,1461455,"$2,707,931.00 ",0,0,0,0
66484,"Owensboro, KY",76433,751587,56957,498301,248264,"$4,584,160.00 ",0,0,0,$0.00 ,751587,498301,"$4,584,160.00 ",0,0,0,0
12754,"Camarillo, CA",76338,584945,29255,2540309,198858,"$3,005,051.00 ",0,0,0,$0.00 ,584945,2540309,"$3,005,051.00 ",0,0,0,0
66160,"Oshkosh, WI",76190,721025,47239,0,614030,"$5,180,897.00 ",0,0,0,$0.00 ,721025,0,"$5,180,897.00 ",0,0,0,0
79633,"Saratoga Springs, NY",75684,843744,44324,488310,79871,"$5,368,321.00 ",0,0,0,$0.00 ,843744,488310,"$5,368,321.00 ",0,0,0,0
5707,"Battle Creek, MI",75513,597089,36333,151895,243690,"$4,359,281.00 ",0,0,0,$0.00 ,597089,151895,"$4,359,281.00 ",0,0,0,0
48664,"Lebanon, PA",75485,722538,43946,1338183,226301,"$4,676,704.00 ",0,0,0,$0.00 ,722538,1338183,"$4,676,704.00 ",0,0,0,0
1792,"Altoona, PA",74426,897894,72105,2030411,500131,"$7,496,134.00 ",0,0,0,$0.00 ,897894,2030411,"$7,496,134.00 ",0,0,0,0
26405,"El Centro, CA",74376,1113568,52002,6854621,593892,"$5,093,095.00 ",0,0,0,$0.00 ,1113568,6854621,"$5,093,095.00 ",0,0,0,0
81118,"Sheboygan, WI",74369,638400,46869,0,512504,"$4,112,908.00 ",0,0,0,$0.00 ,638400,0,"$4,112,908.00 ",0,0,0,0
17722,"Cleveland, TN",73918,213009,21199,0,49566,"$1,074,906.00 ",0,0,0,$0.00 ,213009,0,"$1,074,906.00 ",0,0,0,0
43345,"Jonesboro, AR",73781,370596,25098,0,86000,"$1,021,247.00 ",0,0,0,$0.00 ,370596,0,"$1,021,247.00 ",0,0,0,0
54091,"Mansfield, OH",73545,285416,22566,0,115870,"$2,200,934.00 ",0,0,0,$0.00 ,285416,0,"$2,200,934.00 ",0,0,0,0
37162,"Harrisonburg, VA",73377,753636,74536,2742369,1360073,"$5,929,407.00 ",0,0,0,$0.00 ,753636,2742369,"$5,929,407.00 ",0,0,0,0
50851,"Lodi, CA",73090,557320,36094,1400438,207778,"$4,503,372.00 ",0,0,0,$0.00 ,557320,1400438,"$4,503,372.00 ",0,0,0,0
42265,"Jackson, TN",72809,687756,45119,1594269,289507,"$3,374,708.00 ",0,0,0,$0.00 ,687756,1594269,"$3,374,708.00 ",0,0,0,0
36514,"Hammond, LA",72526,114501,5769,0,12419,"$370,496.00 ",0,0,0,$0.00 ,114501,0,"$370,496.00 ",0,0,0,0
24472,"Dothan, AL",72423,602395,30010,0,50970,"$1,512,744.00 ",0,0,0,$0.00 ,602395,0,"$1,512,744.00 ",0,0,0,0
8002,"Blacksburg--Christiansburg, VA",72400,1413878,126534,6848904,3494190,"$11,825,615.00 ",0,0,0,$0.00 ,1413878,6848904,"$11,825,615.00 ",0,0,0,0
24607,"Dover--Rochester, NH--ME",72391,311561,18803,698891,176999,"$2,599,356.00 ",0,0,0,$0.00 ,311561,698891,"$2,599,356.00 ",0,0,0,0
42562,"Janesville, WI",72285,451259,30765,0,334667,"$3,754,718.00 ",0,0,0,$0.00 ,451259,0,"$3,754,718.00 ",0,0,0,0
70426,"Pocatello, ID",72211,393532,24158,0,149717,"$1,747,860.00 ",0,0,0,$0.00 ,393532,0,"$1,747,860.00 ",0,0,0,0
8601,"Bluffton East--Hilton Head Island, SC",71824,288313,19384,0,166124,"$1,468,381.00 ",0,0,0,$0.00 ,288313,0,"$1,468,381.00 ",0,0,0,0
45443,"Kiryas Joel, NY",71582,1422804,66240,21709740,1301836,"$25,263,336.00 ",6,968165,18753581,"$20,803,900.00 ",454639,2956159,"$4,459,436.00 ",6,968165,0,0
28549,"Fairbanks, AK",71396,639546,41202,154853,224437,"$9,921,238.00 ",8,8104,154853,"$470,118.00 ",631442,0,"$9,451,120.00 ",8,8104,0,0
56656,"Michigan City--La Porte, IN--MI",71367,654196,32623,3772367,194496,"$4,103,489.00 ",43,324335,3772367,"$1,763,641.00 ",329861,0,"$2,339,848.00 ",43,324335,0,0
33598,"Glens Falls, NY",71191,331462,19168,0,207178,"$1,924,301.00 ",0,0,0,$0.00 ,331462,0,"$1,924,301.00 ",0,0,0,0
79201,"San Marcos, TX",70801,1012086,82024,4840156,2113920,"$6,487,607.00 ",0,0,0,$0.00 ,1012086,4840156,"$6,487,607.00 ",0,0,0,0
10351,"Bristol, TN--VA",70638,443640,35595,76251,97277,"$1,795,831.00 ",0,0,0,$0.00 ,443640,76251,"$1,795,831.00 ",0,0,0,0
88840,"Tulare, CA",70628,577989,35890,1334263,222185,"$3,718,787.00 ",0,0,0,$0.00 ,577989,1334263,"$3,718,787.00 ",0,0,0,0
24823,"Dubuque, IA--IL",70332,633146,49512,0,333187,"$3,653,497.00 ",0,0,0,$0.00 ,633146,0,"$3,653,497.00 ",0,0,0,0
71074,"Porterville, CA",69862,310254,30292,29226,182082,"$2,829,737.00 ",0,0,0,$0.00 ,310254,29226,"$2,829,737.00 ",0,0,0,0
51283,"Longview, WA--OR",69841,483310,42457,979446,236475,"$5,403,632.00 ",0,0,0,$0.00 ,483310,979446,"$5,403,632.00 ",0,0,0,0
85708,"Sumter, SC",68825,194059,11502,317614,39681,"$1,396,136.00 ",0,0,0,$0.00 ,194059,317614,"$1,396,136.00 ",0,0,0,0
92890,"Watsonville, CA",68668,1807560,100246,15340922,1263457,"$15,161,783.00 ",0,0,0,$0.00 ,1807560,15340922,"$15,161,783.00 ",0,0,0,0
49852,"Lima, OH",68630,551767,40126,0,203719,"$2,994,101.00 ",0,0,0,$0.00 ,551767,0,"$2,994,101.00 ",0,0,0,0
28981,"Fajardo, PR",68587,511345,43520,1167661,351913,"$1,676,906.00 ",0,0,0,$0.00 ,511345,1167661,"$1,676,906.00 ",0,0,0,0
5869,"Bay City, MI",68472,764029,40849,1201242,155605,"$5,112,816.00 ",0,0,0,$0.00 ,764029,1201242,"$5,112,816.00 ",0,0,0,0
