UACE CD,UZA Name,UZA Population,Total Vehicle Revenue Miles,Total Vehicle Revenue Hours,Total Passenger Miles Traveled,Total Unlinked Passenger Trips,Total Operating Expenses,Fixed Guideway Directional Route Miles,Fixed Guideway Vehicle Revenue Miles,Fixed Guideway Passenger Miles,Fixed Guideway Operating Expenses,Non-Fixed Guideway Vehicle Revenue Miles,Non-Fixed Guideway Passenger Miles,Non-Fixed Guideway Operating Expenses,Fixed Guideway Directional Route Miles >= 7 Years,Fixed Guideway Vehicle Revenue Miles >= 7 Years,High Intensity Bus Directional Route Miles >= 7 Years,High Intensity Bus Vehicle Revenue Miles >= 7 Years
87004,"Temecula--Murrieta--Menifee, CA",528991,1447010,90988,4338748,408668,"$9,662,311.00 ",0,0,0,$0.00 ,1447010,4338748,"$9,662,311.00 ",0,0,0,0
67105,"Palm Bay--Melbourne, FL",510675,2757198,144749,10248819,1541608,"$13,506,107.00 ",0,0,0,$0.00 ,2757198,10248819,"$13,506,107.00 ",0,0,0,0
52695,"McKinney--Frisco, TX",504803,298419,12365,1007538,34745,"$1,470,105.00 ",0,0,0,$0.00 ,298419,1007538,"$1,470,105.00 ",0,0,0,0
95077,"Wichita, KS",500231,2415624,154542,6174977,1089647,"$13,806,419.00 ",0,0,0,$0.00 ,2415624,6174977,"$13,806,419.00 ",0,0,0,0
87868,"Toledo, OH--MI",497952,3584135,276193,12715155,1990661,"$33,838,448.00 ",0,0,0,$0.00 ,3584135,12715155,"$33,838,448.00 ",0,0,0,0
37081,"Harrisburg, PA",490859,3699658,215471,12910148,1275510,"$26,748,016.00 ",29,319710,5363400,"$4,959,137.00 ",3379948,7546748,"$21,788,879.00 ",28.8,319710,0,0
97291,"Worcester, MA--CT",482085,3382316,251113,14038419,3235177,"$30,549,568.00 ",27,15256,196694,"$303,582.00 ",3367060,13841725,"$30,245,986.00 ",26.7,15256,0,0
50392,"Little Rock, AR",461864,3459789,226419,9095616,1781384,"$21,369,468.00 ",4,21678,105604,"$1,119,757.00 ",3438111,8990012,"$20,249,711.00 ",3.8,21678,0,0
53200,"Madison, WI",450305,4983942,407615,29362170,8418918,"$55,504,535.00 ",13,243192,1627611,"$2,871,389.00 ",4740750,27734559,"$52,633,146.00 ",12.5,243192,0,0
83764,"Spokane, WA",447279,9016439,598114,31864466,6713942,"$90,775,251.00 ",0,0,0,$0.00 ,9016439,31864466,"$90,775,251.00 ",0,0,0,0
74179,"Reno, NV--CA",446529,7134448,350745,34173392,4316186,"$36,420,645.00 ",2,58213,397854,"$749,592.00 ",7076235,33775538,"$35,671,053.00 ",0.5,16592,0,0
83926,"Springfield, MA--CT",442145,5404043,380407,18114054,5243233,"$45,716,308.00 ",0,0,0,$0.00 ,5404043,18114054,"$45,716,308.00 ",0,0,0,0
71479,"Port St. Lucie, FL",437745,1925186,123692,3438522,659464,"$11,600,046.00 ",0,0,0,$0.00 ,1925186,3438522,"$11,600,046.00 ",0,0,0,0
8785,"Boise City, ID",433180,2190990,115624,5434078,924466,"$14,883,635.00 ",0,0,0,$0.00 ,2190990,5434078,"$14,883,635.00 ",0,0,0,0
4222,"Augusta-Richmond County, GA--SC",431480,775828,65300,1547541,455102,"$6,949,740.00 ",0,0,0,$0.00 ,775828,1547541,"$6,949,740.00 ",0,0,0,0
23500,"Denton--Lewisville, TX",429461,4916361,275927,12770530,2047576,"$39,423,982.00 ",43,764500,2505780,"$16,176,981.00 ",4151861,10264750,"$23,247,001.00 ",42.6,764500,0,0
8974,"Bonita Springs--Estero, FL",425675,2319363,124406,5205139,727152,"$11,438,668.00 ",0,0,0,$0.00 ,2319363,5205139,"$11,438,668.00 ",0,0,0,0
96670,"Winston-Salem, NC",420924,3866994,244195,8331738,1768958,"$23,399,413.00 ",0,0,0,$0.00 ,3866994,8331738,"$23,399,413.00 ",0,0,0,0
69192,"Phoenix West--Goodyear--Avondale, AZ",419946,2863954,168816,7966456,969482,"$18,700,221.00 ",0,0,0,$0.00 ,2863954,7966456,"$18,700,221.00 ",0,0,31,70085
45451,"Kissimmee--St. Cloud, FL",418404,3370151,233228,13086854,2419116,"$21,214,533.00 ",0,0,0,$0.00 ,3370151,13086854,"$21,214,533.00 ",0,0,0,0
85087,"Stockton, CA",414847,8148579,287369,35455192,2276298,"$35,848,951.00 ",14,73027,1415165,"$2,158,268.00 ",8075552,34040027,"$33,690,683.00 ",14,73027,0,0
86302,"Syracuse, NY",413660,3876172,314497,13099666,4152387,"$49,700,618.00 ",0,0,0,$0.00 ,3876172,13099666,"$49,700,618.00 ",0,0,0,0
87300,"The Woodlands--Conroe, TX",402454,825077,45674,9718446,429826,"$9,054,096.00 ",0,0,0,$0.00 ,825077,9718446,"$9,054,096.00 ",0,0,0,0
22612,"Daytona Beach--Palm Coast--Port Orange, FL",402126,4130627,240261,7672330,1705230,"$18,251,932.00 ",0,0,0,$0.00 ,4130627,7672330,"$18,251,932.00 ",0,0,0,0
15832,"Chattanooga, TN--GA",398569,2349970,195082,5403664,1670920,"$22,239,480.00 ",2,21044,406128,"$2,290,714.00 ",2328926,4997536,"$19,948,766.00 ",1.7,21044,0,0
25228,"Durham, NC",396118,6641721,450197,30098725,9145791,"$69,037,920.00 ",0,0,0,$0.00 ,6641721,30098725,"$69,037,920.00 ",0,0,0,0
47530,"Lancaster--Manheim, PA",394530,3971757,214907,21943467,1379238,"$32,030,327.00 ",84,935030,15685903,"$14,503,587.00 ",3036727,6257564,"$17,526,740.00 ",84,935030,0,0
68482,"Pensacola, FL--AL",390172,2141982,151691,4428917,805761,"$13,118,718.00 ",0,0,0,$0.00 ,2141982,4428917,"$13,118,718.00 ",0,0,0,0
35461,"Greenville, SC",387271,757472,57948,2994931,574336,"$6,103,507.00 ",0,0,0,$0.00 ,757472,2994931,"$6,103,507.00 ",0,0,0,0
66673,"Oxnard--San Buenaventura (Ventura), CA",376117,4575396,308115,19232479,2795139,"$45,422,220.00 ",59,256746,1753322,"$5,667,026.00 ",4318650,17479157,"$39,755,194.00 ",59.4,256746,0,0
29494,"Fayetteville--Springdale--Rogers, AR--MO",373687,1040489,83496,0,1153755,"$7,861,562.00 ",0,0,0,$0.00 ,1040489,0,"$7,861,562.00 ",0,0,0,0
88462,"Trenton, NJ",370422,8412528,386401,119443726,7915985,"$160,203,788.00 ",95,5122848,101844590,"$120,088,839.00 ",3289680,17599136,"$40,114,949.00 ",94.5,5122848,0,0
80227,"Scranton, PA",366713,3587971,262055,6313024,1441870,"$28,219,647.00 ",0,0,0,$0.00 ,3587971,6313024,"$28,219,647.00 ",0,0,0,0
41347,"Indio--Palm Desert--Palm Springs, CA",361075,3834802,225923,22009095,2087445,"$34,994,654.00 ",0,0,0,$0.00 ,3834802,22009095,"$34,994,654.00 ",0,0,0,0
67140,"Palmdale--Lancaster, CA",359559,5248846,296997,19859705,1430752,"$61,227,773.00 ",71,783786,6741986,"$19,087,087.00 ",4465060,13117719,"$42,140,686.00 ",70.6,783786,78.6,521815
58006,"Modesto, CA",357301,2831394,218614,6052825,1638903,"$24,704,076.00 ",0,0,0,$0.00 ,2831394,6052825,"$24,704,076.00 ",0,0,0,0
90541,"Victorville--Hesperia--Apple Valley, CA",355816,7360936,261469,26755234,932423,"$24,230,077.00 ",0,0,0,$0.00 ,7360936,26755234,"$24,230,077.00 ",0,0,0,0
42211,"Jackson, MS",347693,915768,60895,962389,414429,"$8,464,692.00 ",0,0,0,$0.00 ,915768,962389,"$8,464,692.00 ",0,0,0,0
20287,"Corpus Christi, TX",339066,4960029,286652,17354878,2814240,"$40,320,041.00 ",0,0,0,$0.00 ,4960029,17354878,"$40,320,041.00 ",0,0,0,0
35164,"Greensboro, NC",338928,4569448,291079,11285211,2314838,"$31,111,317.00 ",0,0,0,$0.00 ,4569448,11285211,"$31,111,317.00 ",0,0,0,0
31087,"Fort Wayne, IN",335934,1721581,124667,4874421,1328482,"$14,575,596.00 ",0,0,0,$0.00 ,1721581,4874421,"$14,575,596.00 ",0,0,0,0
40780,"Huntsville, AL",329066,1259987,83558,2884397,624512,"$5,998,595.00 ",0,0,0,$0.00 ,1259987,2884397,"$5,998,595.00 ",0,0,0,0
30628,"Fort Collins, CO",326332,2179911,137499,7598450,1841194,"$16,602,433.00 ",10,146722,1278000,"$2,281,642.00 ",2033189,6320450,"$14,320,791.00 ",9.8,146722,0,0
2683,"Antioch, CA",326205,6481385,324161,31054265,3395022,"$67,502,675.00 ",26,3853972,26004666,"$41,215,720.00 ",2627413,5049599,"$26,286,955.00 ",7.1,2286103,4.2,21084
29440,"Fayetteville, NC",325008,2144315,130851,7847293,1859415,"$12,420,936.00 ",0,0,0,$0.00 ,2144315,7847293,"$12,420,936.00 ",0,0,0,0
57925,"Mobile, AL",321907,1605194,114952,3380866,495899,"$10,804,979.00 ",0,0,0,$0.00 ,1605194,3380866,"$10,804,979.00 ",0,0,0,0
97831,"Youngstown, OH",320901,2247728,131228,5629615,1329584,"$15,773,289.00 ",0,0,0,$0.00 ,2247728,5629615,"$15,773,289.00 ",0,0,0,0
47719,"Lansing, MI",318300,5912905,405246,17355150,5400971,"$50,542,619.00 ",0,0,0,$0.00 ,5912905,17355150,"$50,542,619.00 ",0,0,0,0
2602,"Ann Arbor, MI",317689,7213395,452340,27580047,7898565,"$58,705,742.00 ",0,0,0,$0.00 ,7213395,27580047,"$58,705,742.00 ",0,0,0,0
49582,"Lexington-Fayette, KY",315631,3134633,284444,14441887,2971187,"$26,433,406.00 ",0,0,0,$0.00 ,3134633,14441887,"$26,433,406.00 ",0,0,0,0
71803,"Poughkeepsie--Newburgh, NY",314766,9246257,327158,129267118,4748120,"$115,963,284.00 ",66,3056713,53370097,"$66,156,563.00 ",6189544,75897021,"$49,806,721.00 ",65.9,3056713,0,0
79768,"Savannah, GA",309466,2628616,174714,5673080,2456795,"$24,236,202.00 ",1,13667,201097,"$935,249.00 ",2614949,5471983,"$23,300,953.00 ",1.4,13667,0,0
5167,"Barnstable Town, MA",303269,4240853,292164,69100852,5267129,"$145,302,225.00 ",96,527568,57516566,"$118,213,551.00 ",3713285,11584286,"$27,088,674.00 ",77.7,498233,0,0
29872,"Flint, MI",298964,6432778,321961,16286979,2444657,"$33,480,905.00 ",0,0,0,$0.00 ,6432778,16286979,"$33,480,905.00 ",0,0,0,0
60895,"Myrtle Beach--North Myrtle Beach, SC--NC",298954,1035951,48923,0,516133,"$5,127,073.00 ",0,0,0,$0.00 ,1035951,0,"$5,127,073.00 ",0,0,0,0
79498,"Santa Rosa, CA",297329,2756314,183972,13117781,1763224,"$50,614,484.00 ",62,605854,7007097,"$24,827,128.00 ",2150460,6110684,"$25,787,356.00 ",0,0,0,0
13375,"Canton, OH",295319,3331477,203232,9202645,1223686,"$27,785,250.00 ",0,0,0,$0.00 ,3331477,9202645,"$27,785,250.00 ",0,0,0,0
3904,"Atlantic City--Ocean City--Villas, NJ",294921,9802266,499104,46721979,9715508,"$128,960,286.00 ",39,664585,12873166,"$14,280,582.00 ",9137681,33848813,"$114,679,704.00 ",39.4,664585,0,0
49933,"Lincoln, NE",291217,2214603,143731,7301181,2299366,"$15,404,418.00 ",0,0,0,$0.00 ,2214603,7301181,"$15,404,418.00 ",0,0,0,0
81739,"Shreveport, LA",288052,2749227,164904,15977632,2521237,"$15,335,437.00 ",0,0,0,$0.00 ,2749227,15977632,"$15,335,437.00 ",0,0,0,0
3358,"Asheville, NC",285776,2148064,146550,5027987,1640724,"$14,674,765.00 ",0,0,0,$0.00 ,2148064,5027987,"$14,674,765.00 ",0,0,0,0
22366,"Davenport, IA--IL",285211,3977717,276702,9785424,2281963,"$31,849,285.00 ",4,13544,212435,"$624,789.00 ",3964173,9572989,"$31,224,496.00 ",4.1,13544,0,0
83953,"Springfield, MO",282651,1308385,87993,4544835,936392,"$11,749,613.00 ",0,0,0,$0.00 ,1308385,4544835,"$11,749,613.00 ",0,0,0,0
83116,"South Bend, IN--MI",278921,1943569,128974,10592983,1272483,"$15,428,045.00 ",29,240607,6211585,"$3,527,282.00 ",1702962,4381398,"$11,900,763.00 ",28.9,240607,0,0
19558,"Concord, NC",278612,1342693,84485,0,432748,"$7,454,379.00 ",0,0,0,$0.00 ,1342693,0,"$7,454,379.00 ",0,0,0,0
79309,"Santa Clarita, CA",278031,3188164,177471,18275466,2065119,"$33,127,769.00 ",24,262746,5395222,"$7,181,902.00 ",2925418,12880244,"$25,945,867.00 ",23.6,262746,13.9,92085
46828,"Lakeland, FL",277915,1044549,69273,2040395,346677,"$10,223,801.00 ",0,0,0,$0.00 ,1044549,2040395,"$10,223,801.00 ",0,0,0,0
75718,"Rockford, IL",276443,2097077,156527,4176459,915831,"$19,337,298.00 ",0,0,0,$0.00 ,2097077,4176459,"$19,337,298.00 ",0,0,0,0
73693,"Reading, PA",276278,2391672,192221,9338258,1999232,"$18,065,584.00 ",0,0,0,$0.00 ,2391672,9338258,"$18,065,584.00 ",0,0,0,0
51877,"Lubbock, TX",272280,2248960,156465,4522581,1805858,"$13,806,209.00 ",0,0,0,$0.00 ,2248960,4522581,"$13,806,209.00 ",0,0,0,0
28117,"Eugene, OR",270179,5383254,354562,19119048,5283714,"$57,004,252.00 ",28,718396,5413539,"$13,288,460.00 ",4664858,13705509,"$43,715,792.00 ",19,486257,0,0
78229,"Salem, OR",268331,3175043,236172,8082090,2170615,"$37,506,307.00 ",0,0,0,$0.00 ,3175043,8082090,"$37,506,307.00 ",0,0,0,0
19099,"Columbus, GA--AL",267746,1285136,96728,0,616238,"$5,166,796.00 ",0,0,0,$0.00 ,1285136,0,"$5,166,796.00 ",0,0,0,0
76474,"Round Lake Beach--McHenry--Grayslake, IL--WI",261835,2117390,104865,9538971,557501,"$27,902,852.00 ",50,676401,8439983,"$18,306,268.00 ",1440989,1098988,"$9,596,584.00 ",49.8,676401,0,0
68509,"Peoria, IL",259781,2770219,165355,8487649,1642462,"$25,639,390.00 ",0,0,0,$0.00 ,2770219,8487649,"$25,639,390.00 ",0,0,0,0
44992,"Killeen, TX",257222,543088,37313,1125607,186514,"$4,994,795.00 ",0,0,0,$0.00 ,543088,1125607,"$4,994,795.00 ",0,0,0,0
44479,"Kennewick--Richland--Pasco, WA",255401,7628890,400845,18315514,2397563,"$45,248,669.00 ",0,0,0,$0.00 ,7628890,18315514,"$45,248,669.00 ",0,0,0,0
95833,"Wilmington, NC",255329,1505790,102655,2108293,710993,"$8,592,522.00 ",0,0,0,$0.00 ,1505790,2108293,"$8,592,522.00 ",0,0,0,0
58600,"Montgomery, AL",254348,1464248,93015,1567963,359400,"$10,313,645.00 ",0,0,0,$0.00 ,1464248,1567963,"$10,313,645.00 ",0,0,0,0
96697,"Winter Haven, FL",253251,1019049,65388,1664578,310771,"$8,732,119.00 ",0,0,0,$0.00 ,1019049,1664578,"$8,732,119.00 ",0,0,0,0
86464,"Tallahassee, FL",252934,2884401,234712,8805857,2400817,"$26,297,664.00 ",0,0,0,$0.00 ,2884401,8805857,"$26,297,664.00 ",0,0,0,0
47854,"Laredo, TX",251462,1857514,162709,5393560,1577585,"$17,941,106.00 ",0,0,0,$0.00 ,1857514,5393560,"$17,941,106.00 ",0,0,0,0
2305,"Anchorage, AK",249252,4641897,281865,20782453,2880922,"$40,207,863.00 ",40,59790,1853091,"$2,373,247.00 ",4582107,18929362,"$37,834,616.00 ",40.2,59790,0,0
61165,"Nashua, NH--MA",242984,644302,45976,1361636,301691,"$3,816,087.00 ",0,0,0,$0.00 ,644302,1361636,"$3,816,087.00 ",0,0,0,0
50533,"Livermore--Pleasanton--Dublin, CA",240381,3972798,185925,21823975,2037872,"$40,138,571.00 ",33,2461544,18091816,"$23,824,026.00 ",1511254,3732159,"$16,314,545.00 ",32.6,2461544,0,0
97750,"York, PA",238549,3037749,181744,5269915,986441,"$17,070,966.00 ",0,0,0,$0.00 ,3037749,5269915,"$17,070,966.00 ",0,0,0,0
35920,"Gulfport--Biloxi, MS",236344,1642066,92166,5361594,613452,"$8,238,277.00 ",0,0,0,$0.00 ,1642066,5361594,"$8,238,277.00 ",0,0,0,0
631,"Aguadilla--Isabela--San Sebastián, PR",232573,171265,20161,72651,35641,"$323,164.00 ",0,0,0,$0.00 ,171265,72651,"$323,164.00 ",0,0,0,0
2764,"Appleton, WI",230967,1596783,96632,3688694,737910,"$7,350,607.00 ",0,0,0,$0.00 ,1596783,3688694,"$7,350,607.00 ",0,0,0,0
46045,"Lafayette, LA",227316,1097930,76160,5610142,767029,"$5,469,948.00 ",0,0,0,$0.00 ,1097930,5610142,"$5,469,948.00 ",0,0,0,0
61372,"Navarre--Miramar Beach--Destin, FL",226213,657093,45572,592200,82878,"$2,971,219.00 ",0,0,0,$0.00 ,657093,592200,"$2,971,219.00 ",0,0,0,0
9946,"Bremerton, WA",224449,3681301,202238,11400814,1861796,"$53,727,431.00 ",9,126927,3595534,"$8,499,775.00 ",3554374,7805280,"$45,227,656.00 ",5.7,126927,0,0
34813,"Green Bay, WI",224156,1284061,80243,2422570,748606,"$8,448,574.00 ",0,0,0,$0.00 ,1284061,2422570,"$8,448,574.00 ",0,0,0,0
75745,"Rock Hill, SC",218443,286364,23462,0,192049,"$1,938,930.00 ",0,0,0,$0.00 ,286364,0,"$1,938,930.00 ",0,0,0,0
75421,"Roanoke, VA",217312,1785587,117911,5112487,855978,"$9,174,466.00 ",0,0,0,$0.00 ,1785587,5112487,"$9,174,466.00 ",0,0,0,0
10972,"Brownsville, TX",216444,882187,71180,4579644,1001999,"$7,929,827.00 ",0,0,0,$0.00 ,882187,4579644,"$7,929,827.00 ",0,0,0,0
29089,"Fargo, ND--MN",216214,1857407,150677,5094374,1262879,"$15,060,180.00 ",0,0,0,$0.00 ,1857407,5094374,"$15,060,180.00 ",0,0,0,0
6290,"Bel Air--Aberdeen, MD",214647,1205311,57281,0,221169,"$5,443,181.00 ",0,0,0,$0.00 ,1205311,0,"$5,443,181.00 ",0,0,0,0
87490,"Thousand Oaks, CA",213986,678166,41910,403523,209157,"$10,312,373.00 ",18,73036,403523,"$3,494,735.00 ",605130,0,"$6,817,638.00 ",17.8,73036,0,0
32167,"Gainesville, FL",213748,3574303,285344,14760786,4267619,"$26,653,097.00 ",0,0,0,$0.00 ,3574303,14760786,"$26,653,097.00 ",0,0,0,0
23311,"Deltona, FL",210712,1324807,80381,2740751,512304,"$6,155,815.00 ",0,0,0,$0.00 ,1324807,2740751,"$6,155,815.00 ",0,0,0,0
99999,"Lake Tahoe, CA-NV",210000,1170383,70209,2772459,646040,"$10,026,641.00 ",0,0,0,$0.00 ,1170383,2772459,"$10,026,641.00 ",0,0,0,0
65242,"Olympia--Lacey, WA",208157,4414850,293771,16137475,3119069,"$50,549,160.00 ",0,0,0,$0.00 ,4414850,16137475,"$50,549,160.00 ",0,0,0,0
28333,"Evansville, IN",206855,1231497,91088,3121159,823586,"$8,148,765.00 ",0,0,0,$0.00 ,1231497,3121159,"$8,148,765.00 ",0,0,0,0
18748,"College Station--Bryan, TX",206137,817602,42709,1016113,139690,"$4,447,905.00 ",0,0,0,$0.00 ,817602,1016113,"$4,447,905.00 ",0,0,0,0
1927,"Amarillo, TX",205860,1747701,114568,0,397221,"$8,236,151.00 ",0,0,0,$0.00 ,1747701,0,"$8,236,151.00 ",0,0,0,0
71263,"Portland, ME",205356,3651467,216924,28819006,2577492,"$36,718,224.00 ",170,1463229,21510368,"$17,701,367.00 ",2188238,7308638,"$19,016,857.00 ",169.6,1463229,0,0
43723,"Kalamazoo, MI",204562,2199301,158261,6897802,1474065,"$17,608,584.00 ",0,0,0,$0.00 ,2199301,6897802,"$17,608,584.00 ",0,0,0,0
79282,"Santa Barbara, CA",202197,3181778,220490,18796201,4292799,"$30,199,344.00 ",0,0,0,$0.00 ,3181778,18796201,"$30,199,344.00 ",0,0,0,0
38647,"Hickory, NC",201511,847528,49692,1075506,124243,"$4,795,765.00 ",0,0,0,$0.00 ,847528,1075506,"$4,795,765.00 ",0,0,0,0
17317,"Clarksville, TN--KY",200947,1556966,94128,0,467390,"$7,551,498.00 ",0,0,0,$0.00 ,1556966,0,"$7,551,498.00 ",0,0,0,0
40753,"Huntington, WV--KY--OH",200157,1599271,102520,3874462,746009,"$8,960,430.00 ",0,0,0,$0.00 ,1599271,3874462,"$8,960,430.00 ",0,0,0,0
71060,"Port Charlotte--North Port, FL",199998,1092342,69515,1423527,204478,"$5,808,400.00 ",0,0,0,$0.00 ,1092342,1423527,"$5,808,400.00 ",0,0,0,0
92485,"Waterbury, CT",199317,6675550,294317,90795045,5860471,"$126,728,166.00 ",51,5006229,85060674,"$107,593,043.00 ",1669321,5734371,"$19,135,123.00 ",22.2,5006229,0,0
51364,"Lorain--Elyria, OH",199067,348834,25889,0,45538,"$2,489,381.00 ",0,0,0,$0.00 ,348834,0,"$2,489,381.00 ",0,0,0,0
36190,"Hagerstown, MD--WV--PA--VA",197557,1105107,66139,0,403683,"$4,838,918.00 ",0,0,0,$0.00 ,1105107,0,"$4,838,918.00 ",0,0,0,0
83548,"Spartanburg, SC",196943,978200,54722,707774,322537,"$5,056,682.00 ",0,0,0,$0.00 ,978200,707774,"$5,056,682.00 ",0,0,0,0
82252,"Sioux Falls, SD",194283,914404,90764,1769126,487701,"$10,456,379.00 ",0,0,0,$0.00 ,914404,1769126,"$10,456,379.00 ",0,0,0,0
14752,"Cedar Rapids, IA",192844,1385612,89493,3907314,799201,"$10,390,803.00 ",0,0,0,$0.00 ,1385612,3907314,"$10,390,803.00 ",0,0,0,0
91027,"Waco, TX",192844,1237534,78458,2575563,757188,"$7,080,236.00 ",0,0,0,$0.00 ,1237534,2575563,"$7,080,236.00 ",0,0,0,0
32491,"Galveston--Texas City, TX",191863,970483,54195,0,376823,"$7,778,507.00 ",4,6386,0,"$479,206.00 ",964097,0,"$7,299,301.00 ",4.2,6386,0,0
27766,"Erie, PA",187820,2290307,163298,4194701,1093732,"$19,729,206.00 ",0,0,0,$0.00 ,2290307,4194701,"$19,729,206.00 ",0,0,0,0
64567,"Ocala, FL",182647,921255,61177,0,234546,"$4,806,998.00 ",0,0,0,$0.00 ,921255,0,"$4,806,998.00 ",0,0,0,0
60976,"Nampa, ID",177561,773230,44119,1367691,282687,"$6,629,059.00 ",0,0,0,$0.00 ,773230,1367691,"$6,629,059.00 ",0,0,0,0
78310,"Salinas, CA",177532,1411957,89671,3645557,706072,"$16,181,421.00 ",0,0,0,$0.00 ,1411957,3645557,"$16,181,421.00 ",0,0,0,0
60733,"Murfreesboro, TN",177313,369105,28846,209182,159284,"$2,914,258.00 ",0,0,0,$0.00 ,369105,209182,"$2,914,258.00 ",0,0,0,0
32653,"Gastonia, NC",176897,603802,42999,0,227455,"$3,314,960.00 ",0,0,0,$0.00 ,603802,0,"$3,314,960.00 ",0,0,0,0
31519,"Frederick, MD",176456,883590,63469,2223032,411301,"$6,347,273.00 ",0,0,0,$0.00 ,883590,2223032,"$6,347,273.00 ",0,0,0,0
90028,"Vallejo, CA",175132,1502130,84903,4613050,582765,"$15,216,521.00 ",0,0,0,$0.00 ,1502130,4613050,"$15,216,521.00 ",0,0,0,0
90406,"Vero Beach--Sebastian, FL",174292,1088492,63999,5182648,1113949,"$4,855,843.00 ",0,0,0,$0.00 ,1088492,5182648,"$4,855,843.00 ",0,0,0,0
38215,"Hemet, CA",173194,1469271,69694,9608778,466576,"$6,850,611.00 ",0,0,0,$0.00 ,1469271,9608778,"$6,850,611.00 ",0,0,0,0
22096,"Danbury, CT--NY",171680,6345647,249782,87935998,4753620,"$115,563,244.00 ",51,5006229,85060674,"$107,593,043.00 ",1339418,2875324,"$7,970,201.00 ",34.4,5006229,0,0
55981,"Medford, OR",171640,1538885,108327,3890427,690639,"$15,825,827.00 ",0,0,0,$0.00 ,1538885,3890427,"$15,825,827.00 ",0,0,0,0
84024,"Spring Hill, FL",169050,640041,31185,556353,121668,"$2,700,600.00 ",0,0,0,$0.00 ,640041,556353,"$2,700,600.00 ",0,0,0,0
79336,"Santa Cruz, CA",169038,2183682,152616,12025389,2019665,"$36,186,957.00 ",0,0,0,$0.00 ,2183682,12025389,"$36,186,957.00 ",0,0,0,0
38809,"High Point, NC",167830,823927,48984,541734,673584,"$6,070,368.00 ",0,0,0,$0.00 ,823927,541734,"$6,070,368.00 ",0,0,0,0
31600,"Fredericksburg, VA",167679,637358,38900,439575,176597,"$5,034,619.00 ",0,0,0,$0.00 ,637358,439575,"$5,034,619.00 ",0,0,0,0
64135,"Norwich--New London, CT",167432,1257989,81851,4720219,819730,"$7,706,213.00 ",0,0,0,$0.00 ,1257989,4720219,"$7,706,213.00 ",0,0,0,0
60841,"Muskegon--Norton Shores, MI",166414,1231952,85358,0,371668,"$7,353,576.00 ",0,0,0,$0.00 ,1231952,0,"$7,353,576.00 ",0,0,0,0
32194,"Gainesville, GA",164365,369412,18630,0,66094,"$1,310,834.00 ",0,0,0,$0.00 ,369412,0,"$1,310,834.00 ",0,0,0,0
53740,"Manchester, NH",163289,691557,63988,0,264960,"$4,572,165.00 ",0,0,0,$0.00 ,691557,0,"$4,572,165.00 ",0,0,0,0
46531,"Lake Charles, LA",162501,166023,15955,0,82099,"$3,584,194.00 ",0,0,0,$0.00 ,166023,0,"$3,584,194.00 ",0,0,0,0
67305,"Panama City--Panama City Beach, FL",162060,730660,54104,2350779,345472,"$4,975,432.00 ",0,0,0,$0.00 ,730660,2350779,"$4,975,432.00 ",0,0,0,0
87285,"The Villages--Lady Lake, FL",161736,218395,12673,105674,30062,"$976,815.00 ",0,0,0,$0.00 ,218395,105674,"$976,815.00 ",0,0,0,0
90946,"Visalia, CA",160578,2129624,134003,4378327,572862,"$14,213,412.00 ",0,0,0,$0.00 ,2129624,4378327,"$14,213,412.00 ",0,0,0,0
55333,"Marysville, WA",160440,888391,57546,3214338,545741,"$13,262,457.00 ",0,0,0,$0.00 ,888391,3214338,"$13,262,457.00 ",0,0,0,0
55603,"Mauldin--Simpsonville, SC",159506,325538,20141,513244,88604,"$1,574,201.00 ",0,0,0,$0.00 ,325538,513244,"$1,574,201.00 ",0,0,0,0
83899,"Springfield, IL",159265,2243608,160202,3958235,1030069,"$18,595,184.00 ",0,0,0,$0.00 ,2243608,3958235,"$18,595,184.00 ",0,0,0,0
46018,"Lafayette, IN",157100,1818406,143514,9670226,3620148,"$15,016,477.00 ",0,0,0,$0.00 ,1818406,9670226,"$15,016,477.00 ",0,0,0,0
89110,"Tuscaloosa, AL",156450,407193,38687,0,188653,"$4,475,008.00 ",0,0,0,$0.00 ,407193,0,"$4,475,008.00 ",0,0,0,0
7732,"Binghamton, NY",155942,1445191,115089,4375562,1208907,"$11,572,095.00 ",0,0,0,$0.00 ,1445191,4375562,"$11,572,095.00 ",0,0,0,0
61786,"New Bedford, MA",155491,1179651,85251,3560143,1059835,"$11,466,246.00 ",0,0,0,$0.00 ,1179651,3560143,"$11,466,246.00 ",0,0,0,0
64864,"Odessa, TX",154818,450519,30010,0,100307,"$2,926,598.00 ",0,0,0,$0.00 ,450519,0,"$2,926,598.00 ",0,0,0,0
48799,"Leesburg--Eustis--Tavares, FL",151523,695483,44237,1195890,162053,"$4,072,729.00 ",0,0,0,$0.00 ,695483,1195890,"$4,072,729.00 ",0,0,0,0
28657,"Fairfield, CA",150122,860543,53947,3279741,371893,"$8,074,374.00 ",0,0,0,$0.00 ,860543,3279741,"$8,074,374.00 ",0,0,0,0
56251,"Merced, CA",150052,1449046,93779,2542440,351235,"$10,297,799.00 ",0,0,0,$0.00 ,1449046,2542440,"$10,297,799.00 ",0,0,0,0
88084,"Topeka, KS",148956,976760,66420,2908824,717018,"$7,747,369.00 ",0,0,0,$0.00 ,976760,2908824,"$7,747,369.00 ",0,0,0,0
