UACE CD,UZA,UZA Name,UZA Population,Total Vehicle Revenue Miles,Total Vehicle Revenue Hours,Total Passenger Miles Traveled,Total Unlinked Passenger Trips,Total Operating Expenses,Fixed Guideway Directional Route Miles,Fixed Guideway Vehicle Revenue Miles,Fixed Guideway Passenger Miles,Fixed Guideway Operating Expenses,Non-Fixed Guideway Vehicle Revenue Miles,Non-Fixed Guideway Passenger Miles,Non-Fixed Guideway Operating Expenses,Fixed Guideway Directional Route Miles >= 7 Years,Fixed Guideway Vehicle Revenue Miles >= 7 Years,High Intensity Bus Directional Route Miles >= 7 Years,High Intensity Bus Vehicle Revenue Miles >= 7 Years
,16,"Minneapolis-St. Paul, MN-WI",2650890,58624316,3989750,174523141,37091393,565120308,131.6,5150409,45239280,98248965,53473907,129283861,466871343,132.4,5150409,204.3,2349091
,17,"Tampa-St. Petersburg, FL",2441770,24106448,1697618,106156485,21178442,183238898,5.4,127879,1062310,2638487,23978569,105094175,180600411,5.4,127879,1.1,56941
,18,"Denver-Aurora, CO",2374203,44004531,2868607,277535919,45228173,537927649,221.7,15340673,150872419,218150942,28663858,126663500,319776707,97,8401991,4.9,100036
,19,"Baltimore, MD",2203663,43618631,3209270,195582478,42735090,660086679,233.8,9760582,31377738,224362985,33858049,164204740,435723694,228.9,9492930,0,0
,20,"St. Louis, MO-IL",2150706,28109005,1746705,110745432,18298423,301951549,91.1,5561777,37347101,90072915,22547228,73398331,211878634,91.1,5561777,0,0
,21,"San Juan, PR",2148346,7481514,712053,25311928,5557874,127668796,39.7,1719807,5161428,78735343,5761707,20150500,48933453,39.7,1719807,0,0
,22,"Riverside-San Bernardino, CA",1932666,13950333,810435,47877817,5620983,150522582,177.2,2308245,9592381,42018103,11642088,38285436,108504479,128.2,2057367,24.4,0
,23,"Las Vegas-Henderson, NV",1886011,24790788,1833884,141105773,34342411,210091132,56.6,1323164,10968085,13122469,23467624,130137688,196968663,35,818664,19.5,95089
,24,"Portland, OR-WA",1849898,38004111,3173787,200311781,45562998,591061296,170.7,9259684,82902839,200206941,28744427,117408942,390854355,170,9209991,4,38450
,25,"Cleveland, OH",1780673,22387958,1677445,72682370,16377708,275812946,82.6,3309505,20507111,53795463,19078453,52175259,222017483,82.6,3309505,3.2,199095
,26,"San Antonio, TX",1758210,32042291,1989322,117880679,23996262,224428521,0,0,0,0,32042291,117880679,224428521,0,0,0,0
,27,"Pittsburgh, PA",1733853,30273525,2307557,101641869,23244256,465791477,92.9,3142454,13361059,100611934,27131071,88280810,365179543,92.9,3142454,13.4,2250
,28,"Sacramento, CA",1723634,14770710,1064348,42843940,8644444,213570335,84.9,3542376,22188765,72985881,11228334,20655175,140584454,84.9,3542376,0,0
,29,"San Jose, CA",1664496,21367038,1578764,86831069,13406700,472653054,200.3,7402998,36822514,195640086,13964040,50008555,277012968,185.7,4741286,173.9,195519
,30,"Cincinnati, OH-KY-IN",1624827,15975019,1153623,65161117,11811655,156347320,3.7,84356,338701,4170462,15890663,64822416,152176858,0.1,13582,0,0
,31,"Kansas City, MO-KS",1519417,10615343,689071,39845438,10701380,111992225,11.2,318672,2392126,9300370,10296671,37453312,102691855,7.3,209622,0,2570
,32,"Orlando, FL",1510516,20547772,1354962,73781721,11927765,169213576,106.9,1288728,11138280,63956839,19259044,62643441,105256737,70.7,890199,0,0
,33,"Indianapolis, IN",1487483,10911047,752343,26943714,5353972,106191657,26.1,663676,3135935,8883661,10247371,23807779,97307996,0,0,0,0
,34,"Virginia Beach, VA",1439666,14506466,995576,32181326,6607886,104325682,16.2,396893,1968053,14786045,14109573,30213273,89539637,16.2,396893,69.3,498831
,35,"Milwaukee, WI",1376476,20438921,1534277,56214384,16854720,157065431,14.7,118583,432114,4852675,20320338,55782270,152212756,10.7,44120,0,0
,36,"Columbus, OH",1368035,15584834,1164383,39961871,9247385,163479269,0,0,0,0,15584834,39961871,163479269,0,0,0,0
,37,"Austin, TX",1362416,23097119,1820447,92641589,16865773,238631491,64.2,532187,3044287,28286746,22564932,89597302,210344745,64.2,532187,0,0
,38,"Charlotte, NC-SC",1249442,16730346,1292015,43546819,9166440,172653453,39.9,1668123,13053696,36835188,15062223,30493123,135818265,21.2,909528,0,0
,39,"Providence, RI-MA",1190956,13514012,961192,51179590,8954077,128268635,97.1,223215,1504975,3863973,13290797,49674615,124404662,73.7,93332,0,0
,40,"Jacksonville, FL",1065219,11382381,747939,33088836,5918960,114077829,6.3,105479,350030,11094604,11276902,32738806,102983225,5.4,98746,0,0
,41,"Memphis, TN-MS-AR",1060061,5115755,335798,15982948,2936107,63844560,10,54057,183173,4921809,5061698,15799775,58922751,10,54057,0,0
,42,"Salt Lake City-West Valley City, UT",1021243,21132339,1288191,100200291,16775641,213881651,159,7764008,54936360,95386060,13368331,45263931,118495591,159,7764008,0,0
,43,"Louisville/Jefferson County, KY-IN",972546,10425056,767428,22221174,4762054,87533140,0,0,0,0,10425056,22221174,87533140,0,0,0,0
,44,"Nashville-Davidson, TN",969587,8036270,570145,24797113,4546969,103808908,62.8,126589,616945,3936477,7909681,24180168,99872431,62.8,126589,0,0
,45,"Richmond, VA",953556,8447412,667022,40999017,8087209,61380820,15.3,494791,4158796,5107888,7952621,36840221,56272932,0,0,0,0
,46,"Buffalo, NY",935906,9630552,870892,37160732,11312840,130608189,12.4,981361,4213652,26084769,8649191,32947080,104523420,12.4,981361,0,0
,47,"Hartford, CT",924859,14522105,1074814,55007480,10397892,133427029,19.6,1429521,8203820,15805675,13092584,46803660,117621354,19.6,1429521,39.3,356078
,48,"Bridgeport-Stamford, CT-NY",923311,9202088,615995,75554490,8385016,149449014,51,3865019,54881447,90445261,5337069,20673043,59003753,131.2,3865019,0,0
,49,"New Orleans, LA",899703,8607714,833847,29565412,9193036,138427410,29.9,679011,5919286,48899008,7928703,23646126,89528402,29.9,679011,7,181409
,50,"Raleigh, NC",884891,11474454,831759,23088220,5181721,65849510,0,0,0,0,11474454,23088220,65849510,0,0,0,0
,51,"Oklahoma City, OK",861505,4049859,278594,10030256,2248065,34828874,5.1,151960,687480,4800792,3897899,9342776,30028082,0,0,0,0
,52,"Tucson, AZ",843168,11550528,917475,50219348,11760909,67821396,7.8,198881,491477,3728715,11351647,49727871,64092681,7.8,198881,0,0
,53,"El Paso, TX-NM",803086,7319321,478817,26816851,3859363,52501385,4.8,2981,9648,1596876,7316340,26807203,50904509,0,0,0,0
,54,"Urban Honolulu, HI",802459,23249541,1679514,129206015,27923660,254381769,1,115526,818139,1403900,23134015,128387876,252977869,1,115526,20.5,225947
,55,"Birmingham, AL",749495,3369990,199384,12648032,1657083,32164319,0,0,0,0,3369990,12648032,32164319,0,0,0,0
,56,"Albuquerque, NM",741318,5700061,418107,17536636,4122629,82457280,225.7,1106178,6484072,33404293,4593883,11052564,49052987,193.1,305317,0,0
,57,"McAllen, TX",728825,1431682,78004,774152,583446,8336262,0,0,0,0,1431682,774152,8336262,0,0,0,0
,58,"Omaha, NE-IA",725008,4772454,316226,10068855,2217470,31405916,0,0,0,0,4772454,10068855,31405916,0,0,0,0
,59,"Dayton, OH",724091,8291650,574648,38244241,5438661,69865266,125.7,1439885,9459351,13278289,6851765,28784890,56586977,125.7,1439885,0,0
,60,"Rochester, NY",720572,5670279,484684,22232492,7389560,84108409,0,0,0,0,5670279,22232492,84108409,0,0,0,0
,61,"Allentown, PA-NJ",664651,4585789,329261,16101927,2811294,38521262,0,0,0,0,4585789,16101927,38521262,0,0,0,0
,62,"Tulsa, OK",655479,3400047,230494,7506214,1351234,21696339,0,0,0,0,3400047,7506214,21696339,0,0,0,0
,63,"Fresno, CA",654628,6682994,510394,31528501,6100589,58666940,0,0,0,0,6682994,31528501,58666940,0,0,0,0
,64,"Sarasota-Bradenton, FL",643260,5359057,380434,15987801,3140205,36169768,0,0,0,0,5359057,15987801,36169768,0,0,0,0
,65,"Springfield, MA-CT",621300,5609041,415321,16066750,4048368,48293597,0,0,0,0,5609041,16066750,48293597,0,0,0,0
,66,"Concord, CA",615968,13660251,621985,56473175,5082760,174223894,75.1,10209880,49658487,129327609,3450371,6814688,44896285,75.1,10209880,0,0
,67,"Albany-Schenectady, NY",594962,10250524,756324,44243243,9929932,111223851,0,0,0,0,10250524,44243243,111223851,0,0,0,0
,68,"Baton Rouge, LA",594309,2999687,217425,5919710,1162064,29462129,0,0,0,0,2999687,5919710,29462129,0,0,0,0
,69,"Mission Viejo-Lake Forest-San Clemente, CA",583681,2953248,196069,12320551,2359798,47290638,47,781278,1384900,17982950,2171970,10935651,29307688,47,781278,0,0
,70,"Grand Rapids, MI",569935,6918932,513034,19329109,4131977,44943425,19,327927,1270760,2386942,6591005,18058349,42556483,19,327927,0,0
,71,"Akron, OH",569499,5881713,439594,14579009,3441998,60497854,0,0,0,0,5881713,14579009,60497854,0,0,0,0
,72,"New Haven, CT",562839,9995487,607851,73413925,7233543,176108467,152.2,4672898,57085457,119260551,5322589,16328468,56847916,125,4672898,0,0
,73,"Colorado Springs, CO",559409,3209096,233287,9330566,1967201,24684917,0,0,0,0,3209096,9330566,24684917,0,0,0,0
,74,"Knoxville, TN",558696,4436249,312430,7962436,2341021,24048142,0,0,0,0,4436249,7962436,24048142,0,0,0,0
,75,"Columbia, SC",549777,3221422,203941,9020560,2112945,28641792,0,0,0,0,3221422,9020560,28641792,0,0,0,0
,76,"Charleston-North Charleston, SC",548404,3346238,243741,10069718,1975326,21425692,0,0,0,0,3346238,10069718,21425692,0,0,0,0
,77,"Ogden-Layton, UT",546026,8482553,476205,44906311,4281284,74583180,70.5,2028358,24175720,21941210,6454195,20730591,52641970,70.5,2028358,0,0
,78,"Cape Coral, FL",530290,4437214,274831,10197982,1719324,25330262,0,0,0,0,4437214,10197982,25330262,0,0,0,0
,79,"Bakersfield, CA",523994,3797943,281382,13128532,2954170,31721357,0,0,0,0,3797943,13128532,31721357,0,0,0,0
,80,"Toledo, OH-MI",507643,3204188,246839,10365543,1594474,33931903,0,0,0,0,3204188,10365543,33931903,0,0,0,0
,81,"Worcester, MA-CT",486514,2756307,215373,10102797,2305308,27678013,25.9,15854,108539,300609,2740453,9994258,27377404,25.9,15854,0,0
,82,"Provo-Orem, UT",482819,4587195,276619,24567304,2626403,43498228,47.2,1333556,13955053,14266448,3253639,10612251,29231780,38.9,1111736,0,0
,83,"Wichita, KS",472870,2295518,148888,4846450,852943,12765607,0,0,0,0,2295518,4846450,12765607,0,0,0,0
,84,"Palm Bay-Melbourne, FL",452791,2619371,134461,9608922,1467670,11741744,0,0,0,0,2619371,9608922,11741744,0,0,0,0
,85,"Des Moines, IA",450070,4234531,255468,10435466,1905497,30924689,0,0,0,0,4234531,10435466,30924689,0,0,0,0
,86,"Harrisburg, PA",444474,3718077,237934,9333310,1158652,26597396,28.8,323915,2656192,4577354,3394162,6677118,22020042,28.8,323915,0,0
,87,"Murrieta-Temecula-Menifee, CA",441546,1370138,81069,3097985,256154,9717176,0,0,0,0,1370138,3097985,9717176,0,0,0,0
,88,"Little Rock, AR",431388,2747335,183566,6926994,1368839,20232012,3.8,16089,58836,1072705,2731246,6868158,19159307,3.8,16089,0,0
,89,"Poughkeepsie-Newburgh, NY-NJ",423566,8440674,338215,86502148,3669018,110251030,71.9,2871762,37094289,64971944,5568912,49407859,45279086,71.9,2871762,0,0
,90,"Syracuse, NY",412317,3546706,297720,7688934,2430406,48768613,0,0,0,0,3546706,7688934,48768613,0,0,0,0
,91,"Lancaster, PA",402004,3603931,195649,13299347,1203771,27470510,76,858375,7038910,12129993,2745556,6260437,15340517,76,858375,0,0
,92,"Madison, WI",401661,4991604,402909,19227050,5495376,51090123,12.5,253705,1203914,3034912,4737899,18023136,48055211,12.5,253705,0,0
,93,"Greenville, SC",400492,1176028,85670,6471683,692052,8233015,0,0,0,0,1176028,6471683,8233015,0,0,0,0
,94,"Reno, NV-CA",392141,7288818,424113,39036026,5782515,42379550,1,88728,679938,1013848,7200090,38356088,41365702,0.5,42658,0,0
,95,"Winston-Salem, NC",391024,3761352,248077,8861456,2004781,22599660,0,0,0,0,3761352,8861456,22599660,0,0,0,0
,96,"Spokane, WA",387847,8225406,559839,24375387,5313700,65965315,0,0,0,0,8225406,24375387,65965315,0,0,0,0
,97,"Youngstown, OH-PA",387550,2831106,169952,4049417,1034593,16577333,0,0,0,0,2831106,4049417,16577333,0,0,0,0
,98,"Augusta-Richmond County, GA-SC",386787,871903,69008,1915498,560415,6761278,0,0,0,0,871903,1915498,6761278,0,0,0,0
,99,"Scranton, PA",381502,3128938,236432,5753333,1328652,26932263,0,0,0,0,3128938,5753333,26932263,0,0,0,0
,100,"Chattanooga, TN-GA",381112,1917443,161605,5306740,1569897,20628152,1.7,18878,290457,2372102,1898565,5016283,18256050,1.7,18878,0,0
,101,"Port St. Lucie, FL",376047,1670176,101109,2775194,556812,11418738,0,0,0,0,1670176,2775194,11418738,0,0,0,0
,102,"Stockton, CA",370583,4677948,189321,21696313,1655881,36613079,60.5,172553,3200453,7261130,4505395,18495860,29351949,60.5,172553,0,0
,103,"Oxnard, CA",367260,4733641,300834,19742016,2516200,38442614,59.4,242360,892023,4968625,4491281,18849993,33473989,59.4,242360,0,0
,104,"Denton-Lewisville, TX",366174,2477110,136836,7896610,911438,27504388,42.6,501786,1531530,13623014,1975324,6365080,13881374,42.6,501786,0,0
,105,"Modesto, CA",358172,3164969,252429,4940123,1247464,26662382,0,0,0,0,3164969,4940123,26662382,0,0,0,0
,106,"Flint, MI",356218,5967670,315463,13735841,1917655,32245216,0,0,0,0,5967670,13735841,32245216,0,0,0,0
,107,"Jackson, MS",351478,1081097,73496,1189412,499364,8596260,0,0,0,0,1081097,1189412,8596260,0,0,0,0
,108,"Boise City, ID",349684,1963992,102655,4777792,707573,12583142,0,0,0,0,1963992,4777792,12583142,0,0,0,0
,109,"Palm Coast-Daytona Beach-Port Orange, FL",349064,4333893,276978,8274845,1802048,20896064,0,0,0,0,4333893,8274845,20896064,0,0,0,0
,110,"Durham, NC",347602,7352047,496859,25253391,6857102,65594757,0,0,0,0,7352047,25253391,65594757,0,0,0,0
,111,"Indio-Cathedral City, CA",345580,3494922,222117,13313550,1817174,32657757,0,0,0,0,3494922,13313550,32657757,0,0,0,0
,112,"Lancaster-Palmdale, CA",341219,3599205,199395,12977254,1001173,47139123,70.6,768705,4694495,17481496,2830500,8282759,29657627,70.6,768705,18.1,461929
,113,"Pensacola, FL-AL",340067,2076578,148224,3963382,738756,12773472,0,0,0,0,2076578,3963382,12773472,0,0,0,0
,114,"Victorville-Hesperia, CA",328454,7339000,263313,22811579,904575,21999988,0,0,0,0,7339000,22811579,21999988,0,0,0,0
,115,"Mobile, AL",326183,1519578,110069,3402332,503836,9648268,0,0,0,0,1519578,3402332,9648268,0,0,0,0
,116,"Corpus Christi, TX",320069,4614306,274209,14672073,2382393,33138012,0,0,0,0,4614306,14672073,33138012,0,0,0,0
,117,"Kissimmee, FL",314071,3354989,225426,10678022,1879068,18615213,0,0,0,0,3354989,10678022,18615213,0,0,0,0
,118,"Lansing, MI",313532,5370024,388056,12273855,3036670,52801786,0,0,0,0,5370024,12273855,52801786,0,0,0,0
,119,"Fort Wayne, IN",313492,1741454,128794,4213430,1286707,14286524,0,0,0,0,1741454,4213430,14286524,0,0,0,0
,120,"Greensboro, NC",311810,4118125,273797,9041347,2086787,25031984,0,0,0,0,4118125,9041347,25031984,0,0,0,0
,121,"Bonita Springs, FL",310298,1815864,93175,3778171,482300,8290404,0,0,0,0,1815864,3778171,8290404,0,0,0,0
,122,"Fayetteville, NC",310282,1886950,117709,7636643,1763679,11509817,0,0,0,0,1886950,7636643,11509817,0,0,0,0
,123,"Santa Rosa, CA",308231,2115812,141883,7485478,1180974,44192904,62,366428,2896480,22847134,1749384,4588998,21345770,0,0,0,0
,124,"Aguadilla-Isabela-San Sebastián, PR",306196,586773,52464,1057494,308405,931455,0,0,0,0,586773,1057494,931455,0,0,0,0
,125,"Ann Arbor, MI",306022,5803070,396176,14433204,3152188,47121310,0,0,0,0,5803070,14433204,47121310,0,0,0,0
,126,"Shreveport, LA",298317,2382125,151122,8064462,1268493,13471820,0,0,0,0,2382125,8064462,13471820,0,0,0,0
,127,"Rockford, IL",296863,1899390,146732,3707403,831561,18763589,0,0,0,0,1899390,3707403,18763589,0,0,0,0
,128,"Trenton, NJ",296668,6128953,302975,57500041,4705544,107604240,81.9,3087246,39025668,71004194,3041707,18474373,36600046,81.9,3087246,0,0
,129,"Fayetteville-Springdale-Rogers, AR-MO",295083,1025351,86847,0,574271,6871367,0,0,0,0,1025351,0,6871367,0,0,0,0
,130,"Round Lake Beach-McHenry-Grayslake, IL-WI",290373,2103476,102610,5943290,383967,22704698,49.8,604695,5035037,15936837,1498781,908253,6767861,49.8,604695,0,0
,131,"Lexington-Fayette, KY",290263,3089441,288814,10652622,2549621,24795723,0,0,0,0,3089441,10652622,24795723,0,0,0,0
,132,"Huntsville, AL",286692,1244748,81475,2369259,549850,5169627,0,0,0,0,1244748,2369259,5169627,0,0,0,0
,133,"Asheville, NC",280648,2184676,153775,4506721,1558971,14600244,0,0,0,0,2184676,4506721,14600244,0,0,0,0
,134,"Davenport, IA-IL",280051,3738114,258535,8639021,2166090,29943758,4.1,14456,202554,544668,3723658,8436467,29399090,4.1,14456,0,0
,135,"Canton, OH",279245,3357417,199494,8606311,1183592,22221006,0,0,0,0,3357417,8606311,22221006,0,0,0,0
,136,"South Bend, IN-MI",278165,2158609,167910,5808905,1165694,19644974,28.9,326411,2050382,8006346,1832198,3758523,11638628,28.9,326411,0,0
,137,"Antioch, CA",277634,5210047,277024,17531031,2153320,61164540,26.9,2965942,13592679,37953800,2244105,3938352,23210740,8.3,1823269,4.2,10550
,138,"Springfield, MO",273724,1184462,81535,3859661,787723,9918679,0,0,0,0,1184462,3859661,9918679,0,0,0,0
,139,"Peoria, IL",266921,2612961,152384,10448644,1856971,26020731,0,0,0,0,2612961,10448644,26020731,0,0,0,0
