State/Parent NTD ID,NTD ID,Agency Name,Reporter Type,Subrecipient Type,Reporting Module,Mode,TOS,Time Period,Time Service Begins,Time Service Ends,Vehicles/Passenger Cars Operated in Maximum Service,Vehicles/Passenger Cars Available for Maximum Service,Trains in Operation,Vehicles/Passenger Cars in Operation,Actual Vehicles/Passenger Car Miles,Actual Vehicles/Passenger Car Revenue Miles,Actual Vehicle/Passenger Deadhead Miles,Scheduled Actual Vehicle/Passenger Car Revenue Miles,Actual Vehicle/Passenger Car Hours,Actual Vehicle/Passenger Car Revenue Hours,Actual Vehicle/Passenger Car Deadhead Hours,Charter Service Hours,School Bus Hours,Train Miles,Train Revenue Miles,Train Deadhead Miles,Train Hours,Train Revenue Hours,Train Deadhead Hours,Unlinked Passenger Trips (UPT),ADA UPT,Sponsored Service UPT,Passenger Miles,Days of Service Operated,Days Not Operated Due to Strikes,Strike Comment,Days Not Operated Due to Emergencies,Emergency Comment,DRM Transit Exclusive and Shared Use ROW,DRM Mixed Traffic ROW,Non-Statutory Mixed Traffic,data_year
,1,King County Department of Metro Transit,Full Reporter,,Urban,DR,PT,Annual Total,,,230,448,,,5910433,4022799,1887634,,511018,388714,122304,0,0,,,,,,,468104,468104,0,4681124,,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,DR,PT,Average Typical Saturday,0:00:00,0:00:00,,,,117,9538,5769,3769,,810,623,187,,,,,,,,,760,,,6914,52,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,DR,PT,Average Typical Sunday,0:00:00,0:00:00,,,,93,6683,3960,2723,,579,435,144,,,,,,,,,515,,,4944,59,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,DR,PT,Average Typical Weekday,0:00:00,0:00:00,,,,230,19764,13737,6027,,1711,1302,409,,,,,,,,,1568,,,15866,254,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,DR,TX,Annual Total,,,79,79,,,,934957,,,,31982,,,,,,,,,,88944,88944,0,1034484,365,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,DR,TX,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,DR,TX,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,DR,TX,Average Typical Weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,DR,TX,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,DR,TX,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,DR,TX,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,DR,TX,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,FB,DO,Annual Total,,,2,3,,,49606,49606,0,49932,5153,5153,0,0,,,,,,,,286843,,,984134,,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,FB,DO,Average Typical Saturday,8:30:00,22:30:00,,,,1,59,59,0,61,14,14,0,,,,,,,,,1290,,,2673,35,0,,0,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,FB,DO,Average Typical Sunday,8:30:00,19:30:00,,,,1,42,42,0,44,11,11,0,,,,,,,,,858,,,1715,38,0,,0,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,FB,DO,Average Typical Weekday,5:30:00,19:30:00,,,,2,183,183,0,184,17,17,0,,,,,,,,,833,,,3288,251,0,,0,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,FB,DO,Average Weekday - AM Peak,5:30:00,9:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,FB,DO,Average Weekday - Midday,9:15:00,15:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,FB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,FB,DO,Average Weekday - PM Peak,15:15:00,19:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,MB,DO,Annual Total,,,824,1189,,,37443660,30859322,6584338,30371389,3205418,2832920,372498,102,,,,,,,,42112037,,,173679796,,,,,,,1166,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,MB,DO,Average Typical Saturday,0:00:00,0:00:00,,,,461,76611,67646,8965,62675,6968,6416,552,,,,,,,,,104426,,,390184,52,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,MB,DO,Average Typical Sunday,0:00:00,0:00:00,,,,412,69817,61849,7968,57371,6305,5819,486,,,,,,,,,82428,,,312474,59,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,MB,DO,Average Typical Weekday,0:00:00,0:00:00,,,,824,115514,93418,22096,93415,9729,8499,1230,,,,,,,,,125270,,,531316,254,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,MB,DO,Average Weekday - AM Peak,5:00:00,9:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,MB,DO,Average Weekday - Midday,9:00:00,15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,MB,DO,Average Weekday - PM Peak,15:00:00,19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,MB,PT,Annual Total,,,41,49,,,1179709,994051,185658,1008737,90433,83079,7354,0,0,,,,,,,424166,,,1631439,,,,,,,133,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,MB,PT,Average Typical Saturday,8:30:00,21:00:00,,,,15,1203,946,257,946,100,90,10,,,,,,,,,566,,,1692,52,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,MB,PT,Average Typical Sunday,9:00:00,19:00:00,,,,12,744,548,196,548,64,56,8,,,,,,,,,301,,,928,59,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,MB,PT,Average Typical Weekday,5:00:00,23:00:00,,,,41,4226,3593,633,3650,321,296,25,,,,,,,,,1484,,,5861,254,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,MB,PT,Average Weekday - AM Peak,5:00:00,9:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,MB,PT,Average Weekday - Midday,9:00:00,15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,MB,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,MB,PT,Average Weekday - PM Peak,15:00:00,19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,SR,DO,Annual Total,,,10,10,,,193919,187454,6465,190383,38371,36358,2013,,,193919,187454,6465,38371,36358,2013,829953,,,992847,0,0,,0,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,SR,DO,Average Typical Saturday,4:32:00,1:42:00,,,6,6,471,454,17,473,94,90,4,,,471,454,17,94,90,4,2006,,,2499,50,0,,0,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,SR,DO,Average Typical Sunday,9:27:00,22:57:00,,,5,5,266,252,14,259,54,50,4,,,266,252,14,54,50,4,1241,,,1497,58,0,,0,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,SR,DO,Average Typical Weekday,4:32:00,1:42:00,,,10,10,605,586,19,593,119,113,6,,,605,586,19,119,113,6,2569,,,3051,256,0,,0,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,SR,DO,Average Weekday - AM Peak,5:55:00,9:57:00,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,SR,DO,Average Weekday - Midday,9:57:00,14:55:00,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,SR,DO,Average Weekday - Other,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,SR,DO,Average Weekday - PM Peak,14:55:00,19:23:00,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,TB,DO,Annual Total,,,126,174,,,2870606,2685561,185045,3336789,428525,403910,24615,,,,,,,,,7976186,,,14349255,,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,TB,DO,Average Typical Saturday,0:00:00,0:00:00,,,,71,325,310,15,6019,42,40,2,,,,,,,,,4345,,,8236,27,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,TB,DO,Average Typical Sunday,0:00:00,0:00:00,,,,64,292,278,14,5409,38,36,2,,,,,,,,,6341,,,12094,33,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,TB,DO,Average Typical Weekday,0:00:00,0:00:00,,,,126,11167,10405,762,10648,1670,1570,100,,,,,,,,,30117,,,54046,254,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,TB,DO,Average Weekday - AM Peak,5:00:00,9:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,TB,DO,Average Weekday - Midday,9:00:00,15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,TB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,TB,DO,Average Weekday - PM Peak,15:00:00,19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,VP,DO,Annual Total,,,1038,1257,,,3264549,3264549,0,,101881,101881,0,0,0,,,,,,,512160,,,10548410,,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,VP,DO,Average Typical Saturday,0:00:00,0:00:00,,,,40,402,402,0,,13,13,0,,,,,,,,,63,,,1130,52,0,,0,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,VP,DO,Average Typical Sunday,0:00:00,0:00:00,,,,28,281,281,0,,9,9,0,,,,,,,,,44,,,1019,57,0,,0,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,VP,DO,Average Typical Weekday,0:00:00,0:00:00,,,,1036,12608,12608,0,,393,393,0,,,,,,,,,1978,,,40748,256,0,,0,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,VP,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,VP,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,VP,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,King County Department of Metro Transit,Full Reporter,,Urban,VP,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Spokane Transit Authority,Full Reporter,,Urban,DR,DO,Annual Total,,,47,69,,,1176165,1066946,109219,,70062,64463,5599,0,0,,,,,,,143809,138125,,1024076,,,,,,,,,
,2,Spokane Transit Authority,Full Reporter,,Urban,DR,DO,Average Typical Saturday,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Spokane Transit Authority,Full Reporter,,Urban,DR,DO,Average Typical Sunday,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Spokane Transit Authority,Full Reporter,,Urban,DR,DO,Average Typical Weekday,4:55:00,0:35:00,,,,47,4612,4184,428,,275,253,22,,,,,,,,,564,,,4016,255,,,,,,,,
,2,Spokane Transit Authority,Full Reporter,,Urban,DR,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Spokane Transit Authority,Full Reporter,,Urban,DR,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Spokane Transit Authority,Full Reporter,,Urban,DR,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Spokane Transit Authority,Full Reporter,,Urban,DR,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Spokane Transit Authority,Full Reporter,,Urban,DR,PT,Annual Total,,,43,61,,,893908,768789,125119,,54844,47911,6933,,,,,,,,,108392,104805,,831448,,,,,,,,,
,2,Spokane Transit Authority,Full Reporter,,Urban,DR,PT,Average Typical Saturday,5:25:00,0:35:00,,,,29,3327,2928,399,,196,176,20,,,,,,,,,358,,,2599,51,,,,,,,,
,2,Spokane Transit Authority,Full Reporter,,Urban,DR,PT,Average Typical Sunday,7:05:00,21:15:00,,,,29,2834,2456,378,,167,148,19,,,,,,,,,301,,,2277,59,,,,,,,,
,2,Spokane Transit Authority,Full Reporter,,Urban,DR,PT,Average Typical Weekday,4:55:00,0:35:00,,,,43,2184,1861,323,,137,118,19,,,,,,,,,284,,,2214,255,,,,,,,,
,2,Spokane Transit Authority,Full Reporter,,Urban,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Spokane Transit Authority,Full Reporter,,Urban,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Spokane Transit Authority,Full Reporter,,Urban,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Spokane Transit Authority,Full Reporter,,Urban,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Spokane Transit Authority,Full Reporter,,Urban,MB,DO,Annual Total,,,121,147,,,6779098,6210759,568339,6211523,478625,451920,26705,,,,,,,,,5238135,,,22164027,,,,,,,860.4,,
,2,Spokane Transit Authority,Full Reporter,,Urban,MB,DO,Average Typical Saturday,4:50:00,0:40:00,,,,55,11995,11230,765,11231,867,833,34,,,,,,,,,9539,,,37583,51,,,,,,,,
,2,Spokane Transit Authority,Full Reporter,,Urban,MB,DO,Average Typical Sunday,6:50:00,20:30:00,,,,45,7890,7239,651,7239,554,524,30,,,,,,,,,5915,,,23659,59,,,,,,,,
,2,Spokane Transit Authority,Full Reporter,,Urban,MB,DO,Average Typical Weekday,4:30:00,0:40:00,,,,119,22360,20435,1925,20438,1575,1484,91,,,,,,,,,17273,,,73927,255,,,,,,,,
,2,Spokane Transit Authority,Full Reporter,,Urban,MB,DO,Average Weekday - AM Peak,4:30:00,9:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Spokane Transit Authority,Full Reporter,,Urban,MB,DO,Average Weekday - Midday,9:00:00,18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Spokane Transit Authority,Full Reporter,,Urban,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Spokane Transit Authority,Full Reporter,,Urban,MB,DO,Average Weekday - PM Peak,18:00:00,0:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Spokane Transit Authority,Full Reporter,,Urban,VP,DO,Annual Total,,,65,96,,,636288,636288,0,,21704,21704,0,,,,,,,,,70298,,,1847203,,,,,,,,,
,2,Spokane Transit Authority,Full Reporter,,Urban,VP,DO,Average Typical Saturday,5:26:00,23:24:00,,,,5,261,261,0,,8,8,0,,,,,,,,,22,,,511,51,,,,,,,,
,2,Spokane Transit Authority,Full Reporter,,Urban,VP,DO,Average Typical Sunday,5:53:00,23:35:00,,,,5,245,245,0,,8,8,0,,,,,,,,,24,,,520,59,,,,,,,,
,2,Spokane Transit Authority,Full Reporter,,Urban,VP,DO,Average Typical Weekday,4:31:00,23:32:00,,,,42,2386,2386,0,,82,82,0,,,,,,,,,266,,,7022,255,,,,,,,,
,2,Spokane Transit Authority,Full Reporter,,Urban,VP,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Spokane Transit Authority,Full Reporter,,Urban,VP,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Spokane Transit Authority,Full Reporter,,Urban,VP,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Spokane Transit Authority,Full Reporter,,Urban,VP,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,DR,DO,Annual Total,,,14,23,,,217535,191376,26159,,14760,13115,1645,,,,,,,,,24351,24351,,183647,,,,,,,,,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,DR,DO,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,DR,DO,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,DR,DO,Average Typical Weekday,5:45:00,17:15:00,,,,9,856,753,103,,58,52,6,,,,,,,,,96,,,723,254,,,,,,,,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,DR,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,DR,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,DR,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,DR,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,DR,PT,Annual Total,,,53,67,,,1362531,1176460,186071,,94495,82990,11505,,,,,,,,,138673,138673,,1059698,,,,,,,,,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,DR,PT,Average Typical Saturday,5:40:00,23:30:00,,,,23,2294,1941,353,,161,141,20,,,,,,,,,233,,,1615,52,,,,,,,,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,DR,PT,Average Typical Sunday,6:18:00,22:40:00,,,,17,1630,1348,282,,111,95,16,,,,,,,,,161,,,1175,59,,,,,,,,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,DR,PT,Average Typical Weekday,4:00:00,23:30:00,,,,37,4516,3921,595,,313,276,37,,,,,,,,,461,,,3568,254,,,,,,,,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,MB,DO,Annual Total,,,108,177,,,5263743,4558354,705389,4582207,447203,407561,39642,,,,,,,,,4363241,,,18329599,,,,,,,505.6,,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,MB,DO,Average Typical Saturday,6:00:00,0:00:00,,,,68,9663,8461,1202,8608,824,759,65,,,,,,,,,8151,,,33264,52,,,,,,,,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,MB,DO,Average Typical Sunday,6:30:00,18:00:00,,,,47,6046,5168,878,5289,494,445,49,,,,,,,,,4912,,,20634,59,,,,,,,,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,MB,DO,Average Typical Weekday,4:20:00,21:00:00,,,,104,17250,14961,2289,15049,1463,1337,126,,,,,,,,,14270,,,60561,254,,,,,,,,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,MB,DO,Average Weekday - AM Peak,6:00:00,9:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,MB,DO,Average Weekday - Midday,9:00:00,14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,MB,DO,Average Weekday - PM Peak,14:00:00,18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,VP,DO,Annual Total,,,176,289,,,2583536,2583536,0,,73511,73511,0,,,,,,,,,323089,,,9885330,,,,,,,,,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,VP,DO,Average Typical Saturday,2:23:00,21:53:00,,,,23,954,954,0,,28,28,0,,,,,,,,,105,,,2539,59,,,,,,,,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,VP,DO,Average Typical Sunday,2:22:00,22:07:00,,,,30,981,981,0,,30,30,0,,,,,,,,,121,,,2797,52,,,,,,,,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,VP,DO,Average Typical Weekday,2:21:00,23:41:00,,,,164,9713,9713,0,,278,278,0,,,,,,,,,1249,,,37440,254,,,,,,,,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,VP,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,VP,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,VP,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,,Urban,VP,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,,Tribe,FB,DO,Annual Total,,,1,,,,,24022,,,,5309,,,,,,,,,,144844,,,,,,,,,,,,
,4,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,,Tribe,MB,DO,Annual Total,,,3,,,,,22030,,,,1059,,,,,,,,,,3129,,,,,,,,,,,,
,5,City of Everett,Full Reporter,,Urban,DR,DO,Annual Total,,,14,28,,,332559,296098,36461,,27404,25211,2193,,,,,,,,,51780,43710,,231140,,,,,,,,,
,5,City of Everett,Full Reporter,,Urban,DR,DO,Average Typical Saturday,7:00:00,21:54:00,,,,9,647,578,69,,52,48,4,,,,,,,,,105,,,452,51,,,,,,,,
,5,City of Everett,Full Reporter,,Urban,DR,DO,Average Typical Sunday,7:00:00,21:40:00,,,,8,438,351,87,,37,33,4,,,,,,,,,74,,,305,44,,,,,,,,
,5,City of Everett,Full Reporter,,Urban,DR,DO,Average Typical Weekday,5:00:00,23:08:00,,,,14,1095,981,114,,90,83,7,,,,,,,,,169,,,760,256,,,,,,,,
,5,City of Everett,Full Reporter,,Urban,DR,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,City of Everett,Full Reporter,,Urban,DR,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,City of Everett,Full Reporter,,Urban,DR,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,City of Everett,Full Reporter,,Urban,DR,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,City of Everett,Full Reporter,,Urban,MB,DO,Annual Total,,,25,41,,,1155979,991608,164371,974423,91692,84115,7577,,,,,,,,,761882,,,2992866,,,,,,,126.6,,
,5,City of Everett,Full Reporter,,Urban,MB,DO,Average Typical Saturday,6:48:00,22:01:00,,,,20,2361,2076,285,2077,184,171,13,,,,,,,,,1558,,,6444,51,0,,0,,,,,
,5,City of Everett,Full Reporter,,Urban,MB,DO,Average Typical Sunday,6:48:00,21:52:00,,,,13,1787,1550,237,1552,141,129,12,,,,,,,,,983,,,4161,44,0,,0,,,,,
,5,City of Everett,Full Reporter,,Urban,MB,DO,Average Typical Weekday,4:45:00,23:07:00,,,,25,3738,3123,615,3126,297,264,33,,,,,,,,,2419,,,9388,256,0,,0,,,,,
,5,City of Everett,Full Reporter,,Urban,MB,DO,Average Weekday - AM Peak,7:00:00,12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,City of Everett,Full Reporter,,Urban,MB,DO,Average Weekday - Midday,12:00:00,15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,City of Everett,Full Reporter,,Urban,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,City of Everett,Full Reporter,,Urban,MB,DO,Average Weekday - PM Peak,15:00:00,18:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,City of Yakima,Full Reporter,,Urban,CB,PT,Annual Total,,,2,2,,,140202,137661,2541,140115,4106,3888,218,0,0,,,,,,,9281,,,308132,,,,,,,42.8,,
,6,City of Yakima,Full Reporter,,Urban,CB,PT,Average Typical Saturday,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,,,0,0,0,,0,,,,,
