State/Parent NTD ID,NTD ID,Agency Name,Reporter Type,Subrecipient Type,Reporting Module,Mode,TOS,Time Period,Time Service Begins,Time Service Ends,Vehicles/Passenger Cars Operated in Maximum Service,Vehicles/Passenger Cars Available for Maximum Service,Trains in Operation,Vehicles/Passenger Cars in Operation,Actual Vehicles/Passenger Car Miles,Actual Vehicles/Passenger Car Revenue Miles,Actual Vehicle/Passenger Deadhead Miles,Scheduled Actual Vehicle/Passenger Car Revenue Miles,Actual Vehicle/Passenger Car Hours,Actual Vehicle/Passenger Car Revenue Hours,Actual Vehicle/Passenger Car Deadhead Hours,Charter Service Hours,School Bus Hours,Train Miles,Train Revenue Miles,Train Deadhead Miles,Train Hours,Train Revenue Hours,Train Deadhead Hours,Unlinked Passenger Trips (UPT),ADA UPT,Sponsored Service UPT,Passenger Miles,Days of Service Operated,Days Not Operated Due to Strikes,Strike Comment,Days Not Operated Due to Emergencies,Emergency Comment,DRM Transit Exclusive and Shared Use ROW,DRM Mixed Traffic ROW,Non-Statutory Mixed Traffic,data_year
,30025,County of Lackawanna Transit System,Full Reporter,,Urban,MB,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30025,County of Lackawanna Transit System,Full Reporter,,Urban,MB,PT,Average Weekday - PM Peak,,1:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30026,City of Williamsport,Full Reporter,,Urban,DR,PT,Annual Total,,,4,33,,,85482,85482,0,,2786,2786,0,0,0,,,,,,,4815,4815,,83085,,,,,,,,,
,30026,City of Williamsport,Full Reporter,,Urban,DR,PT,Average Typical Saturday,5:30:00,23:45:00,,,,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,30026,City of Williamsport,Full Reporter,,Urban,DR,PT,Average Typical Sunday,,,,,,0,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,
,30026,City of Williamsport,Full Reporter,,Urban,DR,PT,Average Typical Weekday,5:30:00,23:45:00,,,,4,329,329,0,,11,11,0,,,,,,,,,19,,,319,257,,,,,,,,
,30026,City of Williamsport,Full Reporter,,Urban,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30026,City of Williamsport,Full Reporter,,Urban,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30026,City of Williamsport,Full Reporter,,Urban,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30026,City of Williamsport,Full Reporter,,Urban,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30026,City of Williamsport,Full Reporter,,Urban,MB,DO,Annual Total,,,26,40,,,905494,858203,47291,875624,60155,55151,5004,232,,,,,,,,639068,,,2716039,,,,,,,410,,
,30026,City of Williamsport,Full Reporter,,Urban,MB,DO,Average Typical Saturday,5:30:00,23:45:00,,,,26,2352,2244,108,2305,151,142,9,,,,,,,,,1613,,,7275,52,,,,,,,,
,30026,City of Williamsport,Full Reporter,,Urban,MB,DO,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30026,City of Williamsport,Full Reporter,,Urban,MB,DO,Average Typical Weekday,5:30:00,23:45:00,,,,26,3000,2841,159,2896,200,183,17,,,,,,,,,2127,,,8955,261,,,,,,,,
,30026,City of Williamsport,Full Reporter,,Urban,MB,DO,Average Weekday - AM Peak,5:30:00,9:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30026,City of Williamsport,Full Reporter,,Urban,MB,DO,Average Weekday - Midday,9:00:00,15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30026,City of Williamsport,Full Reporter,,Urban,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30026,City of Williamsport,Full Reporter,,Urban,MB,DO,Average Weekday - PM Peak,15:00:00,18:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30027,Central Pennsylvania Transportation Authority,Full Reporter,,Urban,CB,DO,Annual Total,,,9,14,,,406686,356366,50320,377033,14624,12295,2329,0,0,,,,,,,13630,,,279328,,,,,,,259,,
,30027,Central Pennsylvania Transportation Authority,Full Reporter,,Urban,CB,DO,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30027,Central Pennsylvania Transportation Authority,Full Reporter,,Urban,CB,DO,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30027,Central Pennsylvania Transportation Authority,Full Reporter,,Urban,CB,DO,Average Typical Weekday,4:35:00,20:03:00,,,,8,1569,1375,194,1456,56,47,9,,,,,,,,,53,,,1089,256,0,,0,,,,,
,30027,Central Pennsylvania Transportation Authority,Full Reporter,,Urban,CB,DO,Average Weekday - AM Peak,4:35:00,9:06:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30027,Central Pennsylvania Transportation Authority,Full Reporter,,Urban,CB,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30027,Central Pennsylvania Transportation Authority,Full Reporter,,Urban,CB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30027,Central Pennsylvania Transportation Authority,Full Reporter,,Urban,CB,DO,Average Weekday - PM Peak,14:00:00,20:03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30027,Central Pennsylvania Transportation Authority,Full Reporter,,Urban,DR,DO,Annual Total,,,163,237,,,5373448,4237400,1136048,,278652,216407,62245,,,,,,,,,367020,15266,351754,4104495,,,,,,,,,
,30027,Central Pennsylvania Transportation Authority,Full Reporter,,Urban,DR,DO,Average Typical Saturday,4:08:00,19:36:00,,,,14,1651,1252,399,,115,90,25,,,,,,,,,147,,,1110,51,0,,0,,,,,
,30027,Central Pennsylvania Transportation Authority,Full Reporter,,Urban,DR,DO,Average Typical Sunday,7:22:00,17:03:00,,,,2,144,120,24,,11,9,2,,,,,,,,,8,,,57,49,0,,0,,,,,
,30027,Central Pennsylvania Transportation Authority,Full Reporter,,Urban,DR,DO,Average Typical Weekday,3:25:00,22:13:00,,,,128,20553,16217,4336,,1059,823,236,,,,,,,,,1397,,,15740,257,0,,0,,,,,
,30027,Central Pennsylvania Transportation Authority,Full Reporter,,Urban,DR,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30027,Central Pennsylvania Transportation Authority,Full Reporter,,Urban,DR,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30027,Central Pennsylvania Transportation Authority,Full Reporter,,Urban,DR,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30027,Central Pennsylvania Transportation Authority,Full Reporter,,Urban,DR,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30027,Central Pennsylvania Transportation Authority,Full Reporter,,Urban,DR,PT,Annual Total,,,11,11,,,116321,77922,38399,,10695,6527,4168,0,0,,,,,,,6488,0,6487,63427,,,,,,,,,
,30027,Central Pennsylvania Transportation Authority,Full Reporter,,Urban,DR,PT,Average Typical Saturday,2:08:00,23:48:00,,,,1,116,57,59,,24,7,17,,,,,,,,,4,,,46,48,0,,0,,,,,
,30027,Central Pennsylvania Transportation Authority,Full Reporter,,Urban,DR,PT,Average Typical Sunday,2:24:00,23:22:00,,,,1,82,17,65,,10,3,7,,,,,,,,,2,,,13,47,0,,0,,,,,
,30027,Central Pennsylvania Transportation Authority,Full Reporter,,Urban,DR,PT,Average Typical Weekday,2:24:00,23:01:00,,,,5,461,321,140,,39,26,13,,,,,,,,,27,,,261,232,0,,0,,,,,
,30027,Central Pennsylvania Transportation Authority,Full Reporter,,Urban,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30027,Central Pennsylvania Transportation Authority,Full Reporter,,Urban,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30027,Central Pennsylvania Transportation Authority,Full Reporter,,Urban,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30027,Central Pennsylvania Transportation Authority,Full Reporter,,Urban,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30027,Central Pennsylvania Transportation Authority,Full Reporter,,Urban,DR,TX,Annual Total,,,1,1,,,,2642,,,,71,,,,,,,,,,22,0,22,2642,26,0,,0,,,,,
,30027,Central Pennsylvania Transportation Authority,Full Reporter,,Urban,DR,TX,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30027,Central Pennsylvania Transportation Authority,Full Reporter,,Urban,DR,TX,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30027,Central Pennsylvania Transportation Authority,Full Reporter,,Urban,DR,TX,Average Typical Weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30027,Central Pennsylvania Transportation Authority,Full Reporter,,Urban,DR,TX,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30027,Central Pennsylvania Transportation Authority,Full Reporter,,Urban,DR,TX,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30027,Central Pennsylvania Transportation Authority,Full Reporter,,Urban,DR,TX,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30027,Central Pennsylvania Transportation Authority,Full Reporter,,Urban,DR,TX,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30027,Central Pennsylvania Transportation Authority,Full Reporter,,Urban,MB,DO,Annual Total,,,30,40,,,1291988,1204449,87539,1232169,103892,99416,4476,0,0,,,,,,,844419,,,3066332,,,,,,,229,,
,30027,Central Pennsylvania Transportation Authority,Full Reporter,,Urban,MB,DO,Average Typical Saturday,4:55:00,23:21:00,,,,19,2533,2361,172,2462,224,214,10,,,,,,,,,1901,,,6017,51,0,,0,,,,,
,30027,Central Pennsylvania Transportation Authority,Full Reporter,,Urban,MB,DO,Average Typical Sunday,5:00:00,23:21:00,,,,14,1693,1578,115,1616,148,142,6,,,,,,,,,958,,,3140,51,0,,0,,,,,
,30027,Central Pennsylvania Transportation Authority,Full Reporter,,Urban,MB,DO,Average Typical Weekday,4:52:00,0:06:00,,,,30,4138,3857,281,3965,326,312,14,,,,,,,,,2718,,,10135,257,0,,0,,,,,
,30027,Central Pennsylvania Transportation Authority,Full Reporter,,Urban,MB,DO,Average Weekday - AM Peak,7:00:00,9:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30027,Central Pennsylvania Transportation Authority,Full Reporter,,Urban,MB,DO,Average Weekday - Midday,9:00:00,14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30027,Central Pennsylvania Transportation Authority,Full Reporter,,Urban,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30027,Central Pennsylvania Transportation Authority,Full Reporter,,Urban,MB,DO,Average Weekday - PM Peak,14:00:00,18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30030,Washington Metropolitan Area Transit Authority,Full Reporter,,Urban,DR,PT,Annual Total,,,644,781,,,17451641,14124258,3327383,,1645404,1389136,256268,0,0,,,,,,,1058839,1058839,0,8720576,,,,,,,,,
,30030,Washington Metropolitan Area Transit Authority,Full Reporter,,Urban,DR,PT,Average Typical Saturday,3:00:00,2:59:00,,,,234,25089,20182,4907,,2387,2011,376,,,,,,,,,1575,,,11884,52,,,,,,,,
,30030,Washington Metropolitan Area Transit Authority,Full Reporter,,Urban,DR,PT,Average Typical Sunday,3:00:00,2:59:00,,,,159,17359,13545,3814,,1651,1335,316,,,,,,,,,904,,,8251,52,,,,,,,,
,30030,Washington Metropolitan Area Transit Authority,Full Reporter,,Urban,DR,PT,Average Typical Weekday,3:00:00,2:59:00,,,,505,58407,47396,11011,,5500,4656,844,,,,,,,,,3563,,,29401,261,,,,,,,,
,30030,Washington Metropolitan Area Transit Authority,Full Reporter,,Urban,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30030,Washington Metropolitan Area Transit Authority,Full Reporter,,Urban,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30030,Washington Metropolitan Area Transit Authority,Full Reporter,,Urban,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30030,Washington Metropolitan Area Transit Authority,Full Reporter,,Urban,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30030,Washington Metropolitan Area Transit Authority,Full Reporter,,Urban,DR,TX,Annual Total,,,76,76,,,,55225,,,,2295,,,,,,,,,,5663,5663,0,55225,365,0,,0,0,,,,
,30030,Washington Metropolitan Area Transit Authority,Full Reporter,,Urban,DR,TX,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30030,Washington Metropolitan Area Transit Authority,Full Reporter,,Urban,DR,TX,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30030,Washington Metropolitan Area Transit Authority,Full Reporter,,Urban,DR,TX,Average Typical Weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30030,Washington Metropolitan Area Transit Authority,Full Reporter,,Urban,DR,TX,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30030,Washington Metropolitan Area Transit Authority,Full Reporter,,Urban,DR,TX,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30030,Washington Metropolitan Area Transit Authority,Full Reporter,,Urban,DR,TX,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30030,Washington Metropolitan Area Transit Authority,Full Reporter,,Urban,DR,TX,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30030,Washington Metropolitan Area Transit Authority,Full Reporter,,Urban,HR,DO,Annual Total,,,998,1200,,,75767724,72843843,2923881,81316086,3270196,3142911,127285,,,9471854,9085713,386141,440392,422378,18014,36550201,,,199671853,0,0,,0,,,,,
,30030,Washington Metropolitan Area Transit Authority,Full Reporter,,Urban,HR,DO,Average Typical Saturday,5:25:00,1:07:00,,,64,468,150941,145206,5735,161895,6731,6482,249,,,19709,18946,763,933,898,35,77229,,,402605,58,,,,,,,,
,30030,Washington Metropolitan Area Transit Authority,Full Reporter,,Urban,HR,DO,Average Typical Sunday,6:29:00,1:07:00,,,64,422,134757,129089,5668,143925,6048,5812,236,,,17255,16507,748,826,793,33,53552,,,280347,57,,,,,,,,
,30030,Washington Metropolitan Area Transit Authority,Full Reporter,,Urban,HR,DO,Average Typical Weekday,3:24:00,1:06:00,,,115,842,237328,228616,8712,254890,10137,9744,393,,,29381,28184,1197,1357,1300,57,116074,,,641364,250,,,,,,,,
,30030,Washington Metropolitan Area Transit Authority,Full Reporter,,Urban,HR,DO,Average Weekday - AM Peak,6:15:00,10:00:00,,,115,842,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30030,Washington Metropolitan Area Transit Authority,Full Reporter,,Urban,HR,DO,Average Weekday - Midday,10:00:00,15:30:00,,,64,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30030,Washington Metropolitan Area Transit Authority,Full Reporter,,Urban,HR,DO,Average Weekday - Other,,,,,57,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30030,Washington Metropolitan Area Transit Authority,Full Reporter,,Urban,HR,DO,Average Weekday - PM Peak,15:30:00,18:30:00,,,115,842,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30030,Washington Metropolitan Area Transit Authority,Full Reporter,,Urban,MB,DO,Annual Total,,,963,1445,,,34650582,27910366,6740216,28049594,3342608,2825065,517543,0,0,,,,,,,51179137,,,156237247,,,,,,,1551,,
,30030,Washington Metropolitan Area Transit Authority,Full Reporter,,Urban,MB,DO,Average Typical Saturday,3:33:00,3:40:00,,,,472,72914,56564,16350,56842,6589,5657,932,,,,,,,,,106756,,,319291,58,,,,,,,,
,30030,Washington Metropolitan Area Transit Authority,Full Reporter,,Urban,MB,DO,Average Typical Sunday,3:33:00,3:51:00,,,,420,64864,47461,17403,47674,5447,4625,822,,,,,,,,,80078,,,241666,57,25,,,,,,,
,30030,Washington Metropolitan Area Transit Authority,Full Reporter,,Urban,MB,DO,Average Typical Weekday,3:08:00,3:50:00,,,,858,106890,87678,19212,88141,10600,8934,1666,,,,,,,,,161691,,,502216,250,,,,,,,,
,30030,Washington Metropolitan Area Transit Authority,Full Reporter,,Urban,MB,DO,Average Weekday - AM Peak,6:15:00,9:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30030,Washington Metropolitan Area Transit Authority,Full Reporter,,Urban,MB,DO,Average Weekday - Midday,9:15:00,15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30030,Washington Metropolitan Area Transit Authority,Full Reporter,,Urban,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30030,Washington Metropolitan Area Transit Authority,Full Reporter,,Urban,MB,DO,Average Weekday - PM Peak,15:00:00,19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30030,Washington Metropolitan Area Transit Authority,Full Reporter,,Urban,MB,PT,Annual Total,,,47,61,,,1835383,1302856,532527,1309380,110341,88952,21389,0,0,,,,,,,1146530,,,6546471,,,,,,,167,,
,30030,Washington Metropolitan Area Transit Authority,Full Reporter,,Urban,MB,PT,Average Typical Saturday,4:48:00,23:22:00,,,,14,2854,2055,799,2066,167,149,18,,,,,,,,,2392,,,11553,58,,,,,,,,
,30030,Washington Metropolitan Area Transit Authority,Full Reporter,,Urban,MB,PT,Average Typical Sunday,4:42:00,22:56:00,,,,11,1708,1501,207,1516,122,110,12,,,,,,,,,1618,,,8312,57,,,,,,,,
,30030,Washington Metropolitan Area Transit Authority,Full Reporter,,Urban,MB,PT,Average Typical Weekday,4:36:00,0:03:00,,,,41,6290,4393,1897,4412,375,296,79,,,,,,,,,3662,,,21610,250,,,,,,,,
,30030,Washington Metropolitan Area Transit Authority,Full Reporter,,Urban,MB,PT,Average Weekday - AM Peak,6:15:00,9:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30030,Washington Metropolitan Area Transit Authority,Full Reporter,,Urban,MB,PT,Average Weekday - Midday,9:15:00,15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30030,Washington Metropolitan Area Transit Authority,Full Reporter,,Urban,MB,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30030,Washington Metropolitan Area Transit Authority,Full Reporter,,Urban,MB,PT,Average Weekday - PM Peak,15:00:00,19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30034,Maryland Transit Administration,Full Reporter,,Urban,CB,PT,Annual Total,,,58,82,,,1115035,484798,630237,509554,29402,16801,12601,0,0,,,,,,,434474,,,7341831,,,,,,,1328,,
,30034,Maryland Transit Administration,Full Reporter,,Urban,CB,PT,Average Typical Saturday,4:00:00,23:59:00,,,,4,1624,706,918,742,43,24,19,,,,,,,,,145,,,14052,52,,,,,,,,
,30034,Maryland Transit Administration,Full Reporter,,Urban,CB,PT,Average Typical Sunday,4:00:00,23:59:00,,,,4,975,424,551,445,26,15,11,,,,,,,,,140,,,13464,52,,,,,,,,
,30034,Maryland Transit Administration,Full Reporter,,Urban,CB,PT,Average Typical Weekday,4:00:00,23:59:00,,,,58,3754,1632,2122,1716,99,57,42,,,,,,,,,1598,,,22647,261,,,,,,,,
,30034,Maryland Transit Administration,Full Reporter,,Urban,CB,PT,Average Weekday - AM Peak,5:00:00,9:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30034,Maryland Transit Administration,Full Reporter,,Urban,CB,PT,Average Weekday - Midday,9:30:00,15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30034,Maryland Transit Administration,Full Reporter,,Urban,CB,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30034,Maryland Transit Administration,Full Reporter,,Urban,CB,PT,Average Weekday - PM Peak,15:00:00,19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30034,Maryland Transit Administration,Full Reporter,,Urban,CR,PT,Annual Total,,,149,202,,,4678306,4379575,298731,4703816,121107,114514,6593,,,913032,878562,34470,25340,23246,2094,880344,,,26058182,,,,,,,,,
,30034,Maryland Transit Administration,Full Reporter,,Urban,CR,PT,Average Typical Saturday,7:15:00,0:11:00,,,4,24,7187,6712,475,7192,184,175,9,,,1396,1343,53,39,36,3,1862,,,52143,52,,,,,,,,
,30034,Maryland Transit Administration,Full Reporter,,Urban,CR,PT,Average Typical Sunday,8:45:00,21:07:00,,,4,20,5908,5513,395,5908,150,144,6,,,1147,1103,44,32,29,3,1016,,,27426,52,,,,,,,,
,30034,Maryland Transit Administration,Full Reporter,,Urban,CR,PT,Average Typical Weekday,4:10:00,23:55:00,,,28,139,15397,14383,1014,15412,397,375,22,,,2992,2879,113,83,76,7,2800,,,83987,261,,,,,,,,
,30034,Maryland Transit Administration,Full Reporter,,Urban,CR,PT,Average Weekday - AM Peak,5:00:00,9:00:00,,,28,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30034,Maryland Transit Administration,Full Reporter,,Urban,CR,PT,Average Weekday - Midday,9:00:00,15:00:00,,,10,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30034,Maryland Transit Administration,Full Reporter,,Urban,CR,PT,Average Weekday - Other,,,,,5,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30034,Maryland Transit Administration,Full Reporter,,Urban,CR,PT,Average Weekday - PM Peak,15:00:00,18:30:00,,,25,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30034,Maryland Transit Administration,Full Reporter,,Urban,DR,DO,Annual Total,,,12,13,,,101704,85311,16393,,8856,6782,2074,0,0,,,,,,,8461,8461,0,61976,,,,,,,,,
,30034,Maryland Transit Administration,Full Reporter,,Urban,DR,DO,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30034,Maryland Transit Administration,Full Reporter,,Urban,DR,DO,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30034,Maryland Transit Administration,Full Reporter,,Urban,DR,DO,Average Typical Weekday,4:00:00,22:30:00,,,,5,391,328,63,,34,26,8,,,,,,,,,33,,,238,260,,,1,Snow,,,,
,30034,Maryland Transit Administration,Full Reporter,,Urban,DR,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30034,Maryland Transit Administration,Full Reporter,,Urban,DR,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30034,Maryland Transit Administration,Full Reporter,,Urban,DR,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30034,Maryland Transit Administration,Full Reporter,,Urban,DR,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30034,Maryland Transit Administration,Full Reporter,,Urban,DR,PT,Annual Total,,,289,502,,,11367316,9961819,1405497,,801088,744341,56747,0,0,,,,,,,1031772,1031772,0,8136274,,,,,,,,,
,30034,Maryland Transit Administration,Full Reporter,,Urban,DR,PT,Average Typical Saturday,0:00:00,0:00:00,,,,195,22050,17924,4126,,1545,1444,101,,,,,,,,,1817,,,14296,52,0,,0,,,,,
,30034,Maryland Transit Administration,Full Reporter,,Urban,DR,PT,Average Typical Sunday,0:00:00,0:00:00,,,,90,14165,12431,1734,,864,775,89,,,,,,,,,1107,,,10588,52,0,,0,,,,,
,30034,Maryland Transit Administration,Full Reporter,,Urban,DR,PT,Average Typical Weekday,0:00:00,0:00:00,,,,261,36338,32120,4218,,2566,2410,156,,,,,,,,,3371,,,26216,261,0,,0,,,,,
,30034,Maryland Transit Administration,Full Reporter,,Urban,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30034,Maryland Transit Administration,Full Reporter,,Urban,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30034,Maryland Transit Administration,Full Reporter,,Urban,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30034,Maryland Transit Administration,Full Reporter,,Urban,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30034,Maryland Transit Administration,Full Reporter,,Urban,DR,TX,Annual Total,,,162,162,,,,2113487,,,,123535,,,,,,,,,,537554,537554,0,2367107,365,0,,0,,,,,
,30034,Maryland Transit Administration,Full Reporter,,Urban,DR,TX,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30034,Maryland Transit Administration,Full Reporter,,Urban,DR,TX,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30034,Maryland Transit Administration,Full Reporter,,Urban,DR,TX,Average Typical Weekday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30034,Maryland Transit Administration,Full Reporter,,Urban,DR,TX,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30034,Maryland Transit Administration,Full Reporter,,Urban,DR,TX,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30034,Maryland Transit Administration,Full Reporter,,Urban,DR,TX,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30034,Maryland Transit Administration,Full Reporter,,Urban,DR,TX,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30034,Maryland Transit Administration,Full Reporter,,Urban,HR,DO,Annual Total,,,42,52,,,4996561,4681086,315475,5041665,202041,188928,13113,,,884529,765392,119137,35561,31112,4449,1615560,,,7624792,,,,,,,,,
,30034,Maryland Transit Administration,Full Reporter,,Urban,HR,DO,Average Typical Saturday,4:10:00,0:53:00,,,5,28,7640,7158,482,7709,307,289,18,,,1352,1170,182,54,48,6,2796,,,9423,52,,,,,,,,
,30034,Maryland Transit Administration,Full Reporter,,Urban,HR,DO,Average Typical Sunday,4:10:00,0:53:00,,,5,28,6276,5879,397,6332,252,237,15,,,1111,961,150,45,39,6,1916,,,7300,52,,,,,,,,
,30034,Maryland Transit Administration,Full Reporter,,Urban,HR,DO,Average Typical Weekday,3:45:00,1:03:00,,,9,42,16371,15338,1033,16519,657,619,38,,,2898,2508,390,117,102,15,5322,,,26291,261,,,,,,,,
,30034,Maryland Transit Administration,Full Reporter,,Urban,HR,DO,Average Weekday - AM Peak,6:00:00,9:00:00,,,9,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
