UACE CD,UZA,UZA Name,UZA Population,Total Vehicle Revenue Miles,Total Vehicle Revenue Hours,Total Passenger Miles Traveled,Total Unlinked Passenger Trips,Total Operating Expenses,Fixed Guideway Directional Route Miles,Fixed Guideway Vehicle Revenue Miles,Fixed Guideway Passenger Miles,Fixed Guideway Operating Expenses,Non-Fixed Guideway Vehicle Revenue Miles,Non-Fixed Guideway Passenger Miles,Non-Fixed Guideway Operating Expenses,Fixed Guideway Directional Route Miles >= 7 Years,Fixed Guideway Vehicle Revenue Miles >= 7 Years,High Intensity Bus Directional Route Miles >= 7 Years,High Intensity Bus Vehicle Revenue Miles >= 7 Years
,0,Puerto Rico Non-UZA,,938795,86864,18056264,1891569,37154292,59.2,171073,16225776,34740465,767722,1830488,2413827,0,0,0,0
,0,Rhode Island Non-UZA,,217285,7768,983836,49036,2502102,0,0,0,0,217285,983836,2502102,0,0,0,0
,0,South Carolina Non-UZA,,8048442,365165,1695287,1200205,20286752,0,0,0,0,8048442,1695287,20286752,0,0,0,0
,0,South Dakota Non-UZA,,3523944,256335,0,865129,20794657,0,0,0,0,3523944,0,20794657,0,0,0,0
,0,Tennessee Non-UZA,,19580734,1042796,1429712,4122085,53203165,0,0,0,0,19580734,1429712,53203165,0,0,0,0
,0,Texas Non-UZA,,23540463,1127853,6558665,3019437,80403266,0,0,0,0,23540463,6558665,80403266,0,0,0,0
,0,Utah Non-UZA,,3992174,196913,7219354,2811642,23701379,0,0,0,0,3992174,7219354,23701379,0,0,0,0
,0,Vermont Non-UZA,,15726228,600108,3470847,2095354,34003840,0,0,0,0,15726228,3470847,34003840,0,0,0,0
,0,Virginia Non-UZA,,8985013,482691,9517503,2266502,28529003,0,0,0,0,8985013,9517503,28529003,0,0,0,0
,0,Washington Non-UZA,,13583774,721515,50419950,9800490,173980808,153.8,299635,47564471,88227519,13284139,2855479,85753289,136.4,273430,0,0
,0,West Virginia Non-UZA,,4383163,250187,0,916477,13805078,0,0,0,0,4383163,0,13805078,0,0,0,0
,0,Wisconsin Non-UZA,,10811666,848661,73278,2579886,34850149,0,0,0,0,10811666,73278,34850149,0,0,0,0
,0,Wyoming Non-UZA,,2194459,184835,0,1354583,10524585,0,0,0,0,2194459,0,10524585,0,0,0,0
,1,"New York-Newark, NY-NJ-CT",18351295,751117710,50070734,10316694505,1948037510,14479598874,2600.3,496072024,8148173336,9334625750,255045686,2168521169,5144973124,2478.4,492575903,133,5852732
,2,"Los Angeles-Long Beach-Anaheim, CA",12150996,238439414,17065401,2293792759,430030903,2999932981,653.7,32597695,773867778,761185347,205841719,1519924981,2238747634,616.3,28563672,254.1,3135336
,3,"Chicago, IL-IN",8608208,202495680,13807975,1284873563,232234765,2553696783,1338.6,103491627,869135101,1382787592,99004053,415738462,1170909191,1259,103251277,0,0
,4,"Miami, FL",5502379,90595615,6179182,548078977,88073219,910929260,241.9,12823181,199956346,246621933,77772434,348122631,664307327,240.3,12816026,0,0
,5,"Philadelphia, PA-NJ-DE-MD",5441567,112953609,8595937,1330665271,268764781,1640479696,811.8,42793051,807714019,692695822,70160558,522951252,947783874,811.8,42793051,0,0
,6,"Dallas-Fort Worth-Arlington, TX",5121892,61301686,4161274,347777885,55685402,667370659,314.5,13751340,192618175,253290114,47550346,155159710,414080545,258.2,11323029,31,391566
,7,"Houston, TX",4944332,66465457,4555844,392068525,65476965,599102346,44.4,3277453,37589311,87619091,63188004,354479214,511483255,25.4,1457288,163.2,2463051
,8,"Washington, DC-VA-MD",4586770,185120818,11881167,1830226414,321376813,2665315348,675.9,85694335,1209200390,1346317808,99426483,621026024,1318997540,657.4,85362721,84.8,1209998
,9,"Atlanta, GA",4515419,69659896,4283900,612839338,95624457,569105670,99,20494134,329851782,212184568,49165762,282987556,356921102,96.3,20437711,91.3,1235364
,10,"Boston, MA-NH-RI",4181019,95999891,7367724,1319919858,283961907,1645598561,961.5,52460960,1066383241,975134020,43538931,253536617,670464541,916.4,51765754,1.6,15207
,11,"Detroit, MI",3734090,28963803,1826884,179819562,27968165,225605231,9.6,362705,2047553,24254177,28601098,177772009,201351054,2.9,281815,0,0
,12,"Phoenix-Mesa, AZ",3629114,48772666,3548813,272499204,55568870,391736153,54.5,3401452,90553779,50925795,45371214,181945425,340810358,38.6,2409617,249.6,800699
,13,"San Francisco-Oakland, CA",3281212,125326893,8548565,1824867639,310407367,2348455590,747.6,66241533,1346947563,1146382474,59085360,477920076,1202073116,693.8,63358676,62.6,387852
,14,"Seattle, WA",3059393,82642181,6164316,629438891,101668802,1568958794,482,10003043,209432252,516517392,72639138,420006639,1052441402,437.1,8030310,233.4,9509251
,15,"San Diego, CA",2956746,55709197,3402742,500013755,80515144,403578511,273.1,11676562,240358826,149405798,44032635,259654929,254172713,268.1,11582662,0.1,2412
,16,"Minneapolis-St. Paul, MN-WI",2650890,52138643,3840811,193897631,42824830,555759082,132.6,4590149,47917759,99855303,47548494,145979872,455903779,131.4,4585073,212.5,2595223
,17,"Tampa-St. Petersburg, FL",2441770,23031621,1633387,123881367,20739095,158027353,5.4,113969,762728,2385840,22917652,123118639,155641513,5.4,113969,1.1,21035
,18,"Denver-Aurora, CO",2374203,45530047,3129685,276643154,48605324,589139557,202,15448781,130406750,233158050,30081266,146236404,355981507,97,7741765,4.9,6778
,19,"Baltimore, MD",2203663,51887170,3916837,334071803,73510079,680812387,233.8,9630937,134394972,190111542,42256233,199676831,490700845,225.7,8834014,0,0
,20,"St. Louis, MO-IL",2150706,30781969,1934643,196850515,31909987,305355645,91.1,5839491,70933375,88708679,24942478,125917140,216646966,91.1,5839491,0,0
,21,"San Juan, PR",2148346,10474539,991195,67314551,13732714,133396404,39.7,1788328,23205970,79978100,8686211,44108581,53418304,39.7,1788328,0,0
,22,"Riverside-San Bernardino, CA",1932666,19424030,1189332,111214198,13319314,166058812,177.2,2787250,33648226,42732502,16636780,77565972,123326310,128.2,2515033,24.4,27084
,23,"Las Vegas-Henderson, NV",1886011,27889805,2183527,225728011,56896575,227523119,58.4,1441419,17278032,13573740,26448386,208449979,213949379,36.8,938897,19.5,143474
,24,"Portland, OR-WA",1849898,43034234,3576601,356671239,87267368,610095004,170.5,10046558,171343178,208744083,32987676,185328061,401350921,152.4,9197050,4,40035
,25,"Cleveland, OH",1780673,20796627,1615722,83009015,17361617,279803224,82.6,3485837,24534191,53249141,17310790,58474824,226554083,82.6,3485837,3.2,182158
,26,"San Antonio, TX",1758210,34182634,2158055,154423355,32164850,223008373,0,0,0,0,34182634,154423355,223008373,0,0,0,0
,27,"Pittsburgh, PA",1733853,33912333,2446896,236145767,53172294,457103071,92.9,4388797,58168376,110953602,29523536,177977391,346149469,92.9,4388797,13.4,75046
,28,"Sacramento, CA",1723634,16432840,1166442,100131570,19522340,221133870,84.9,3610107,53131252,77579083,12822733,47000318,143554787,76.1,3235152,0,0
,29,"San Jose, CA",1664496,24084958,1819201,257767575,33655532,446095655,186.9,5277519,140912951,168194534,18807439,116854624,277901121,185.7,5139864,207.6,385437
,30,"Cincinnati, OH-KY-IN",1624827,14251088,1051925,61271880,10272965,131029778,3.7,34618,174123,2608356,14216470,61097757,128421422,0.1,11201,0,0
,31,"Kansas City, MO-KS",1519417,10791666,720783,43459875,12375190,115741379,11.2,376746,3967653,9728838,10414920,39492222,106012541,7.3,241647,0,1840
,32,"Orlando, FL",1510516,19665337,1302848,99267316,15365136,160056823,106.9,1257127,22004165,53330663,18408210,77263151,106726160,69.4,875757,0,0
,33,"Indianapolis, IN",1487483,11375174,820237,29114428,6050583,107060394,26.1,829270,3667726,8159169,10545904,25446702,98901225,0,0,0,0
,34,"Virginia Beach, VA",1439666,14670387,1041473,52274483,10401624,98455305,16.4,360838,3518687,13693045,14309549,48755796,84762260,16.4,360838,69.7,587403
,35,"Milwaukee, WI",1376476,19060736,1490246,62763103,19153578,156352134,14.7,111576,434206,4190637,18949160,62328897,152161497,10.7,42769,0,0
,36,"Columbus, OH",1368035,13807581,1027806,44097168,10579893,185326124,0,0,0,0,13807581,44097168,185326124,0,0,0,0
,37,"Austin, TX",1362416,24365985,1875583,124603824,22766531,231337899,64.2,532347,5491355,22536132,23833638,119112469,208801767,64.2,532347,0,0
,38,"Charlotte, NC-SC",1249442,19348228,1409645,104191708,20576823,172005703,39.9,2110955,37638865,37895910,17237273,66552843,134109793,18.6,1150978,0,0
,39,"Providence, RI-MA",1190956,13941135,976907,77553657,14814728,135485291,95.2,107873,2551544,2233148,13833262,75002113,133252143,73.7,88384,0,0
,40,"Jacksonville, FL",1065219,11474471,770468,47170195,8024134,117500196,6.3,92911,501771,10176510,11381560,46668424,107323686,5.4,83953,0,0
,41,"Memphis, TN-MS-AR",1060061,5686661,367960,28080699,5084854,57501334,10,51908,294298,3783178,5634753,27786401,53718156,10,51908,0,0
,42,"Salt Lake City-West Valley City, UT",1021243,19571120,1176166,100939910,16414545,206282646,159,7377794,55363780,95725940,12193326,45576130,110556706,159,7377794,0,0
,43,"Louisville/Jefferson County, KY-IN",972546,12099352,856842,43424189,8842395,88373218,0,0,0,0,12099352,43424189,88373218,0,0,0,0
,44,"Nashville-Davidson, TN",969587,9815925,684533,51266271,8249357,96291425,62.8,184417,3403059,4383545,9631508,47863212,91907880,62.8,184417,0,0
,45,"Richmond, VA",953556,9904629,707441,47493512,9138201,58922433,15.3,493643,4868243,5206479,9410986,42625269,53715954,0,0,0,0
,46,"Buffalo, NY",935906,11360597,984472,77304113,23834722,140571503,12.4,968353,11262397,26533544,10392244,66041716,114037959,12.4,968353,0,0
,47,"Hartford, CT",924859,15114527,1117532,102017963,14910919,133610550,19.6,1456563,13227997,16089550,13657964,88789966,117521000,0,0,39.3,388650
,48,"Bridgeport-Stamford, CT-NY",923311,9242170,624458,77319906,10658770,145120788,51,3466391,47789004,85578098,5775779,29530902,59542690,131.2,3466391,0,0
,49,"New Orleans, LA",899703,9207794,856752,30108045,9053736,140217656,29.9,953354,5131972,44108145,8254440,24976073,96109511,29.9,953354,0,113574
,50,"Raleigh, NC",884891,11705438,849230,35063657,9052367,63614300,0,0,0,0,11705438,35063657,63614300,0,0,0,0
,51,"Oklahoma City, OK",861505,3910488,267070,13497410,3210287,34200494,12.6,135908,834282,5052074,3774580,12663128,29148420,7.5,1553,0,0
,52,"Tucson, AZ",843168,12434769,984684,53614004,13596474,83874181,7.8,199605,989280,3957014,12235164,52624724,79917167,7.8,199605,0,0
,53,"El Paso, TX-NM",803086,7602312,524562,41844104,6075555,62364011,4.8,58867,294300,2415926,7543445,41549804,59948085,0,0,0,0
,54,"Urban Honolulu, HI",802459,25753238,1915281,230344096,48737445,270752893,1,120866,1456246,1448372,25632372,228887850,269304521,1,120866,20.5,232786
,55,"Birmingham, AL",749495,3705162,223459,16602132,2129094,32168316,0,0,0,0,3705162,16602132,32168316,0,0,0,0
,56,"Albuquerque, NM",741318,7962791,509408,54156565,8395474,86892702,212.1,1312909,27294380,34687609,6649882,26862185,52205093,193.1,948235,0,0
,57,"McAllen, TX",728825,1624484,83289,1002592,737267,8080574,0,0,0,0,1624484,1002592,8080574,0,0,0,0
,58,"Omaha, NE-IA",725008,4458319,302177,7942895,2249247,28459774,0,0,0,0,4458319,7942895,28459774,0,0,0,0
,59,"Dayton, OH",724091,8656358,592978,43143578,6179234,72043511,125.7,1027204,7112313,11521475,7629154,36031265,60522036,125.7,1027204,0,0
,60,"Rochester, NY",720572,7072102,581924,49232691,14156243,83860041,0,0,0,0,7072102,49232691,83860041,0,0,0,0
,61,"Allentown, PA-NJ",664651,5148953,366635,23065774,4063517,38728245,0,0,0,0,5148953,23065774,38728245,0,0,0,0
,62,"Tulsa, OK",655479,3637166,249489,11757505,2142401,21722545,0,0,0,0,3637166,11757505,21722545,0,0,0,0
,63,"Fresno, CA",654628,7277910,551873,45482773,9729742,58627823,0,0,0,0,7277910,45482773,58627823,0,0,0,0
,64,"Sarasota-Bradenton, FL",643260,5393306,385221,16752014,3219027,39324630,0,0,0,0,5393306,16752014,39324630,0,0,0,0
,65,"Springfield, MA-CT",621300,6743000,483642,27357809,8437804,49883815,0,0,0,0,6743000,27357809,49883815,0,0,0,0
,66,"Concord, CA",615968,20358539,824342,300381927,23999718,200014888,75.1,15662612,282477978,149771172,4695927,17903949,50243716,75.1,15662612,0,0
,67,"Albany-Schenectady, NY",594962,11102702,812764,65932165,15153456,94525273,0,0,0,0,11102702,65932165,94525273,0,0,0,0
,68,"Baton Rouge, LA",594309,3061179,227205,7580767,1897456,28336807,0,0,0,0,3061179,7580767,28336807,0,0,0,0
,69,"Mission Viejo-Lake Forest-San Clemente, CA",583681,3830277,263023,17455424,3686855,45641993,47,911072,6534936,17645016,2919205,10920488,27996977,47,911072,0,0
,70,"Grand Rapids, MI",569935,6878903,502407,25327010,6727973,45043706,19,324728,1784660,2356417,6554175,23542350,42687289,19,324728,0,0
,71,"Akron, OH",569499,5764633,432114,16305170,3730578,60217895,0,0,0,0,5764633,16305170,60217895,0,0,0,0
,72,"New Haven, CT",562839,10335339,609417,82736956,9062042,173037213,152.2,4869620,60673754,117480466,5465719,22063202,55556747,125,4869620,0,0
,73,"Colorado Springs, CO",559409,3563712,253857,9637046,2103405,24709508,0,0,0,0,3563712,9637046,24709508,0,0,0,0
,74,"Knoxville, TN",558696,5022113,350343,9470128,2717252,26563702,0,0,0,0,5022113,9470128,26563702,0,0,0,0
,75,"Columbia, SC",549777,3482598,243117,7959941,2451355,20901751,0,0,0,0,3482598,7959941,20901751,0,0,0,0
,76,"Charleston-North Charleston, SC",548404,3147112,232834,11425826,2244904,20369346,0,0,0,0,3147112,11425826,20369346,0,0,0,0
,77,"Ogden-Layton, UT",546026,7958482,438666,45493158,4421107,69276187,70.5,1793208,23046350,19147260,6165274,22446808,50128927,70.5,1793208,0,0
,78,"Cape Coral, FL",530290,3873482,238132,13326892,2183680,23106962,0,0,0,0,3873482,13326892,23106962,0,0,0,0
,79,"Bakersfield, CA",523994,4648640,345285,22822898,5439069,32612811,0,0,0,0,4648640,22822898,32612811,0,0,0,0
,80,"Toledo, OH-MI",507643,2976999,235796,6324804,1139624,26849264,0,0,0,0,2976999,6324804,26849264,0,0,0,0
,81,"Worcester, MA-CT",486514,2764716,211107,10979540,2579370,26888660,25.9,5315,122459,91574,2759401,10857081,26797086,25.9,5315,0,0
,82,"Provo-Orem, UT",482819,4066567,230383,24360252,2424484,38031117,47.2,1204507,13435093,12790132,2862060,10925159,25240985,38.9,982687,0,0
,83,"Wichita, KS",472870,2266245,154307,5109110,838982,12777564,0,0,0,0,2266245,5109110,12777564,0,0,0,0
,84,"Palm Bay-Melbourne, FL",452791,2557765,131042,11391196,1597235,11044167,0,0,0,0,2557765,11391196,11044167,0,0,0,0
,85,"Des Moines, IA",450070,5005324,286216,18678788,3752557,32234066,0,0,0,0,5005324,18678788,32234066,0,0,0,0
,86,"Harrisburg, PA",444474,3903755,248249,19679003,2077187,27278881,28.8,325666,9984919,5200528,3578089,9694084,22078353,28.8,325666,0,0
,87,"Murrieta-Temecula-Menifee, CA",441546,2047003,124423,7184485,654094,11130914,0,0,0,0,2047003,7184485,11130914,0,0,0,0
,88,"Little Rock, AR",431388,2721518,178038,7837366,1565366,20198134,3.8,10756,44297,1013023,2710762,7793069,19185111,3.8,10756,0,0
,89,"Poughkeepsie-Newburgh, NY-NJ",423566,7315535,272121,78843917,3215309,94142165,35.7,2060868,28404355,51134123,5254667,50439562,43008042,35.7,2060868,0,0
,90,"Syracuse, NY",412317,4588942,379466,25508467,8157687,56874710,0,0,0,0,4588942,25508467,56874710,0,0,0,0
,91,"Lancaster, PA",402004,4019349,224514,36276184,2024357,28864837,76,863014,26460009,13781384,3156335,9816175,15083453,76,863014,0,0
,92,"Madison, WI",401661,4668654,368386,18989428,4791476,52172156,12.5,255687,1194742,3170424,4412967,17794686,49001732,12.5,255687,0,0
,93,"Greenville, SC",400492,1160513,76157,8450830,1112081,7598476,0,0,0,0,1160513,8450830,7598476,0,0,0,0
,94,"Reno, NV-CA",392141,7238257,445099,47704347,7474209,42298062,0.5,40354,417939,444075,7197903,47286408,41853987,0.5,40354,0,0
,95,"Winston-Salem, NC",391024,4387539,284263,12845779,2711382,22493342,0,0,0,0,4387539,12845779,22493342,0,0,0,0
,96,"Spokane, WA",387847,7782144,532252,26017493,5649147,67204279,0,0,0,0,7782144,26017493,67204279,0,0,0,0
,97,"Youngstown, OH-PA",387550,2325273,164389,3947283,1055728,15337326,0,0,0,0,2325273,3947283,15337326,0,0,0,0
,98,"Augusta-Richmond County, GA-SC",386787,895769,68077,2421624,685288,5827021,0,0,0,0,895769,2421624,5827021,0,0,0,0
,99,"Scranton, PA",381502,3366961,250643,8897687,2023027,27583023,0,0,0,0,3366961,8897687,27583023,0,0,0,0
,100,"Chattanooga, TN-GA",381112,2429393,195010,6674093,2096313,21127989,1.7,10534,236442,2139250,2418859,6437651,18988739,1.7,10534,0,0
,101,"Port St. Lucie, FL",376047,1544699,95617,4254991,842946,8195293,0,0,0,0,1544699,4254991,8195293,0,0,0,0
,102,"Stockton, CA",370583,3461380,193975,35012837,3270784,38981324,60.5,363196,16711200,8091858,3098184,18301637,30889466,60.5,363196,0,0
,103,"Oxnard, CA",367260,4875768,326376,30334398,3905762,41241025,59.4,277828,5133149,4875255,4597940,25201249,36365770,59.4,277828,0,0
,104,"Denton-Lewisville, TX",366174,2508836,153270,9894492,1594317,29179856,42.6,563846,3039904,14086602,1944990,6854588,15093254,42.6,563846,0,0
,105,"Modesto, CA",358172,3306401,256419,10866333,2367173,23058608,0,0,0,0,3306401,10866333,23058608,0,0,0,0
,106,"Flint, MI",356218,6316460,304638,18826255,2730390,30809416,0,0,0,0,6316460,18826255,30809416,0,0,0,0
,107,"Jackson, MS",351478,1137103,82147,1194820,500505,8414579,0,0,0,0,1137103,1194820,8414579,0,0,0,0
,108,"Boise City, ID",349684,2128398,115369,8027293,1132792,13150457,0,0,0,0,2128398,8027293,13150457,0,0,0,0
,109,"Palm Coast-Daytona Beach-Port Orange, FL",349064,4073193,269152,9768468,1980146,19978527,0,0,0,0,4073193,9768468,19978527,0,0,0,0
,110,"Durham, NC",347602,7774782,532173,36395054,11382281,64513032,0,0,0,0,7774782,36395054,64513032,0,0,0,0
,111,"Indio-Cathedral City, CA",345580,4082678,261164,27633101,3126543,29785614,0,0,0,0,4082678,27633101,29785614,0,0,0,0
,112,"Lancaster-Palmdale, CA",341219,4174125,219426,35914029,2184136,43760216,70.6,885635,14515461,17152986,3288490,21398568,26607230,70.6,885635,18.1,507352
,113,"Pensacola, FL-AL",340067,2170790,168778,5202456,989407,11981626,0,0,0,0,2170790,5202456,11981626,0,0,0,0
,114,"Victorville-Hesperia, CA",328454,8249156,286583,33297447,1636335,19830434,0,0,0,0,8249156,33297447,19830434,0,0,0,0
,115,"Mobile, AL",326183,1570377,116174,4698647,697485,10244843,0,0,0,0,1570377,4698647,10244843,0,0,0,0
,116,"Corpus Christi, TX",320069,4453642,294841,15926336,2984594,31500326,0,0,0,0,4453642,15926336,31500326,0,0,0,0
,117,"Kissimmee, FL",314071,3212042,218746,12910585,2342015,19091580,0,0,0,0,3212042,12910585,19091580,0,0,0,0
,118,"Lansing, MI",313532,5514734,392898,23490407,7315422,56725026,0,0,0,0,5514734,23490407,56725026,0,0,0,0
,119,"Fort Wayne, IN",313492,1710420,124678,3642328,1104835,14325373,0,0,0,0,1710420,3642328,14325373,0,0,0,0
,120,"Greensboro, NC",311810,5096250,308594,14292310,2998140,27919776,0,0,0,0,5096250,14292310,27919776,0,0,0,0
,121,"Bonita Springs, FL",310298,1922461,101129,4562387,614072,9278603,0,0,0,0,1922461,4562387,9278603,0,0,0,0
,122,"Fayetteville, NC",310282,2225268,145694,8191071,1996215,11453010,0,0,0,0,2225268,8191071,11453010,0,0,0,0
,123,"Santa Rosa, CA",308231,3180729,202354,24082888,2673493,52152282,62,780344,12840418,27190155,2400385,11242470,24962127,0,0,0,0
,124,"Aguadilla-Isabela-San Sebastián, PR",306196,535400,42073,1265661,308409,917354,0,0,0,0,535400,1265661,917354,0,0,0,0
,125,"Ann Arbor, MI",306022,6189536,485123,34322491,9661349,48183978,0,0,0,0,6189536,34322491,48183978,0,0,0,0
,126,"Shreveport, LA",298317,2115371,133642,8248500,1306270,12947461,0,0,0,0,2115371,8248500,12947461,0,0,0,0
,127,"Rockford, IL",296863,1979880,146275,6319907,1388514,17185779,0,0,0,0,1979880,6319907,17185779,0,0,0,0
,128,"Trenton, NJ",296668,5354190,278624,95205865,7484241,89672910,77.3,2411207,65390569,55721486,2942983,29815296,33951424,77.3,2411207,0,0
,129,"Fayetteville-Springdale-Rogers, AR-MO",295083,1164537,93938,0,1567041,7068214,0,0,0,0,1164537,0,7068214,0,0,0,0
,130,"Round Lake Beach-McHenry-Grayslake, IL-WI",290373,1929318,95895,6736881,418501,22128415,49.8,572882,5848170,15273308,1356436,888711,6855107,49.8,572882,0,0
,131,"Lexington-Fayette, KY",290263,3339881,306963,17873882,4004259,24896961,0,0,0,0,3339881,17873882,24896961,0,0,0,0
,132,"Huntsville, AL",286692,1241068,81486,2831273,639489,4938917,0,0,0,0,1241068,2831273,4938917,0,0,0,0
,133,"Asheville, NC",280648,2402485,157810,5779621,1608869,12322415,0,0,0,0,2402485,5779621,12322415,0,0,0,0
,134,"Davenport, IA-IL",280051,3993108,278171,13970363,3477454,29335112,4.1,14674,254646,529302,3978434,13715717,28805810,4.1,14674,0,0
,135,"Canton, OH",279245,3061216,185211,9222375,1334801,24460206,0,0,0,0,3061216,9222375,24460206,0,0,0,0
,136,"South Bend, IN-MI",278165,1848182,123745,4874880,1057570,15516304,28.9,390728,1193801,4376180,1457454,3681079,11140124,28.9,390728,0,0
,137,"Antioch, CA",277634,7011008,334850,73156707,7137336,67702185,26.9,4226940,65653631,44247621,2784068,7503076,23454564,8.3,2907838,4.2,10592
,138,"Springfield, MO",273724,1081188,73952,4476103,914583,9441337,0,0,0,0,1081188,4476103,9441337,0,0,0,0
,139,"Peoria, IL",266921,2850179,171310,14250208,2342708,26038863,0,0,0,0,2850179,14250208,26038863,0,0,0,0
